LSOA21CD,LSOA21NM,borough_name,london_ring,IMD_Decile,older_adults_pct,children_pct,family_walk_index,family_transit_index,working_walk_index,working_transit_index,older_walk_index,older_transit_index,children_walk_index,children_transit_index,caregiver_household_intensity,care_walk_index,care_transit_index,care_transit_gain,care_mismatch_index,older_transit_gain,children_transit_gain,walk_service_basket_mean,transit_service_basket_mean,transit_gain_mean,transit_gain_group,inner_london,most_deprived,least_deprived,vulnerability_typology,older_mismatch_z,children_mismatch_z
E01000013,Barking and Dagenham 013A,Barking and Dagenham,Outer London,2,9.08119658119658,25.267094017094,31.0666666666667,65.1333333333333,39.1333333333333,68.9666666666667,34.4666666666667,66.7333333333333,31.0666666666667,65.1333333333333,46.5909090909091,39.1333333333333,68.9666666666667,29.8333333333333,20.6685645356296,32.2666666666666,34.0666666666666,34.8888888888889,66.9444444444444,32.0555555555555,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.457537533022867,1.95686140957974
E01000014,Barking and Dagenham 013B,Barking and Dagenham,Outer London,2,9.2,24.5714285714286,16.6666666666667,39.7333333333333,14.4,39.3666666666667,7.73333333333333,31.0333333333333,16.6666666666667,39.7333333333333,41.1671924290221,14.4,39.3666666666667,24.9666666666667,37.0894860098294,23.3,23.0666666666666,12.9333333333333,36.7111111111111,23.7777777777778,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,1.20455739912817,2.4492815953808
E01000015,Barking and Dagenham 009A,Barking and Dagenham,Outer London,2,6.81536555142503,28.2527881040892,38.6666666666667,64.2,22.3333333333333,53.5666666666667,17.5333333333333,51.1333333333333,38.6666666666667,64.2,49.6991576413959,22.3333333333333,53.5666666666667,31.2333333333333,46.0245823284677,33.6,25.5333333333333,26.1777777777778,56.3,30.1222222222222,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.0384836473344417,2.04875229377932
E01000016,Barking and Dagenham 009B,Barking and Dagenham,Outer London,3,8.85529157667387,24.4600431965443,26.5333333333333,59.9333333333333,25.8,62.6666666666667,17.8666666666667,57.3,26.5333333333333,59.9333333333333,45.7735247208932,25.8,62.6666666666667,36.8666666666667,33.782516407077,39.4333333333333,33.4,23.4,59.9666666666667,36.5666666666667,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.486686182422459,2.07805066778517
E01000017,Barking and Dagenham 009C,Barking and Dagenham,Outer London,2,9.62877030162413,24.4199535962877,20.9333333333333,56,20.6666666666667,58,14.5333333333333,54.6666666666667,20.9333333333333,56,39.9665551839465,20.6666666666667,58,37.3333333333333,30.8320243860258,40.1333333333334,35.0666666666667,18.7111111111111,56.2222222222222,37.5111111111111,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.766877965001738,2.12278512749611
E01000018,Barking and Dagenham 009D,Barking and Dagenham,Outer London,2,8.23463056965595,23.7450648618161,33.3333333333333,62.4666666666667,22.4,55.0666666666667,16.4,51.7,33.3333333333333,62.4666666666667,41.6149068322981,22.4,55.0666666666667,32.6666666666667,32.3018127156435,35.3,29.1333333333334,24.0444444444444,56.4111111111111,32.3666666666667,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.307836597745872,1.38892413626776
E01000019,Barking and Dagenham 023A,Barking and Dagenham,Outer London,2,8.07715491259795,28.9933694996986,40.6666666666667,63.6,32.8666666666667,52.8333333333333,21.3333333333333,49.8333333333333,40.6666666666667,63.6,53.6144578313253,32.8666666666667,52.8333333333333,19.9666666666667,35.3287982133215,28.5,22.9333333333333,31.6222222222222,55.4222222222222,23.8,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.000792309564769056,2.21507263726461
E01000020,Barking and Dagenham 023B,Barking and Dagenham,Outer London,2,10.2189781021898,26.6423357664234,24.9333333333333,56.6666666666667,24.9333333333333,52.6,15.6666666666667,48.4,24.9333333333333,56.6666666666667,46.9079939668175,24.9333333333333,52.6,27.6666666666667,30.518923648894,32.7333333333333,31.7333333333334,21.8444444444444,52.5555555555556,30.7111111111111,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.907438437511582,2.50919259707579
E01000021,Barking and Dagenham 008A,Barking and Dagenham,Outer London,2,8.13679245283019,27.063679245283,45.2,66.6,37.8666666666667,57.9333333333333,30.2,55.7333333333333,45.2,66.6,45.7142857142857,37.8666666666667,57.9333333333333,20.0666666666667,20.8847877872271,25.5333333333333,21.4,37.7555555555556,60.0888888888889,22.3333333333333,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.305815182842095,1.32194925588477
E01000022,Barking and Dagenham 008B,Barking and Dagenham,Outer London,2,9.60108181203516,26.0311020960108,25.4666666666667,55.4,25.3333333333333,50.6666666666667,21.5333333333333,48.6,25.4666666666667,55.4,45.4926624737946,25.3333333333333,50.6666666666667,25.3333333333333,31.9820895075664,27.0666666666667,29.9333333333333,24.1111111111111,51.5555555555556,27.4444444444445,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.447904770770924,2.33100890308236
E01000024,Barking and Dagenham 008D,Barking and Dagenham,Outer London,3,8.35579514824798,24.5956873315364,33.4666666666667,62.9333333333333,30.2666666666667,58.3666666666667,21.7333333333333,55.1666666666667,33.4666666666667,62.9333333333333,45.021645021645,30.2666666666667,58.3666666666667,28.1,26.0927007711292,33.4333333333334,29.4666666666666,28.4888888888889,58.8222222222222,30.3333333333333,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.0161557295269905,1.65437114829518
E01000025,Barking and Dagenham 008E,Barking and Dagenham,Outer London,2,10.2497398543184,24.7138397502602,15.4666666666667,52.4,14.6,46.5666666666667,10.6666666666667,46.4333333333333,15.4666666666667,52.4,40.6025824964132,14.6,46.5666666666667,31.9666666666667,35.8586157661243,35.7666666666666,36.9333333333333,13.5777777777778,48.4666666666667,34.8888888888889,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,1.69481728108996,2.51095604283842
E01000027,Barking and Dagenham 001A,Barking and Dagenham,Outer London,2,8.83765609990394,28.9145052833814,10,37.0666666666667,18,37,14,32.5333333333333,10,37.0666666666667,52.4962178517398,18,37,19,51.3275184768498,18.5333333333333,27.0666666666667,14,35.5333333333333,21.5333333333333,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.804780898657975,3.94436980570218
E01000028,Barking and Dagenham 001B,Barking and Dagenham,Outer London,2,10.842047330765,25.7567418822234,6.66666666666667,24,9.4,22,6.73333333333333,13.3333333333333,6.66666666666667,24,44.5337620578778,9.4,22,12.6,50.0491497050674,6.59999999999997,17.3333333333333,7.6,19.7777777777778,12.1777777777778,Bottom 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,1.8716962751862,3.34873134782135
E01000029,Barking and Dagenham 001C,Barking and Dagenham,Outer London,4,20.3296703296703,20.8791208791209,15.3333333333333,45.9333333333333,19.8,42.5666666666667,13.6666666666667,38.7666666666667,15.3333333333333,45.9333333333333,34.8973607038123,19.8,42.5666666666667,22.7666666666667,21.6367710811223,25.1,30.6,16.2666666666667,42.4222222222222,26.1555555555556,Middle 60%,FALSE,FALSE,FALSE,High caregiving adult demand + More deprived,3.08472367764249,1.74817333112539
E01000030,Barking and Dagenham 001D,Barking and Dagenham,Outer London,2,6.75253708040593,33.1381733021077,26.6666666666667,49,24.6,42.9333333333333,13.9333333333333,36.9333333333333,26.6666666666667,49,54.0331491712707,24.6,42.9333333333333,18.3333333333333,53.0236187238612,23,22.3333333333333,21.7333333333333,42.9555555555555,21.2222222222222,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.333740543286048,3.59184417848566
E01000031,Barking and Dagenham 002A,Barking and Dagenham,Outer London,4,14.3099547511312,20.9841628959276,10.6666666666667,30.6,11.4,27.7,7.13333333333333,21.5333333333333,10.6666666666667,30.6,37.5838926174497,11.4,27.7,16.3,31.3979452041351,14.4,19.9333333333333,9.73333333333334,26.6111111111111,16.8777777777778,Bottom 20% gain,FALSE,FALSE,FALSE,High caregiving adult demand + More deprived,2.29458322092215,2.16302647450571
E01000032,Barking and Dagenham 002B,Barking and Dagenham,Outer London,3,12.3136123136123,23.7614237614238,28.8,61.0666666666667,23.5333333333333,51.7666666666667,32,61.3333333333333,28.8,61.0666666666667,39.8891966759003,23.5333333333333,51.7666666666667,28.2333333333333,24.6933398648246,29.3333333333333,32.2666666666667,28.1111111111111,58.0555555555556,29.9444444444445,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.321601604366658,1.57363752560285
E01000033,Barking and Dagenham 006A,Barking and Dagenham,Outer London,2,10.6148867313916,27.5080906148867,9.33333333333333,43.6666666666667,13.0666666666667,42.6666666666667,11.4666666666667,38.2333333333333,9.33333333333333,43.6666666666667,42.8828828828829,13.0666666666667,42.6666666666667,29.6,46.712156403728,26.7666666666666,34.3333333333334,11.2888888888889,41.5222222222222,30.2333333333333,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,1.41227023434006,3.34136409319042
E01000034,Barking and Dagenham 003A,Barking and Dagenham,Outer London,2,16.8996188055909,19.5679796696315,12.6666666666667,44.6666666666667,13.4666666666667,38.4333333333333,13.7333333333333,36.2333333333333,12.6666666666667,44.6666666666667,35.7833655705996,13.4666666666667,38.4333333333333,24.9666666666667,31.1218927480654,22.5,32,13.2888888888889,39.7777777777778,26.4888888888889,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,2.10097505437235,1.77615737277702
E01000035,Barking and Dagenham 010A,Barking and Dagenham,Outer London,4,13.340505648198,21.624529316837,9.86666666666667,48.4666666666667,17.0666666666667,51.5333333333333,13.0666666666667,48.3,9.86666666666667,48.4666666666667,41.5824915824916,17.0666666666667,51.5333333333333,34.4666666666667,32.8148349163882,35.2333333333333,38.6,13.3333333333334,49.4333333333333,36.1,Top 20% gain,FALSE,FALSE,FALSE,High caregiving adult demand + More deprived,1.33966656616797,2.48401935484679
E01000036,Barking and Dagenham 010B,Barking and Dagenham,Outer London,5,11.2542372881356,21.0169491525424,8,36.8,15.3333333333333,45.8666666666667,14,45.9333333333333,8,36.8,40.8898305084746,15.3333333333333,45.8666666666667,30.5333333333333,32.1209278554608,31.9333333333333,28.8,12.4444444444444,42.8666666666667,30.4222222222222,Middle 60%,FALSE,FALSE,FALSE,High caregiving adult demand + More deprived,1.21243880330733,2.48116054899345
E01000037,Barking and Dagenham 003B,Barking and Dagenham,Outer London,5,14.4876325088339,17.2555948174323,14.6666666666667,44.0666666666667,13.4,36.6666666666667,7.53333333333333,31.3333333333333,14.6666666666667,44.0666666666667,34.406779661017,13.4,36.6666666666667,23.2666666666667,24.9107219530664,23.8,29.4,11.8666666666667,37.3555555555556,25.4888888888889,Middle 60%,FALSE,FALSE,FALSE,Low caregiving adult demand + More deprived,2.06492405463154,1.29316642138016
E01000038,Barking and Dagenham 003C,Barking and Dagenham,Outer London,5,15.470297029703,20.3589108910891,20.6666666666667,53.3333333333333,19,47.7333333333333,10.7333333333333,44.1666666666667,20.6666666666667,53.3333333333333,36.7857142857143,19,47.7333333333333,28.7333333333333,22.4960283519007,33.4333333333334,32.6666666666666,16.8,48.4111111111111,31.6111111111111,Top 20% gain,FALSE,FALSE,FALSE,High caregiving adult demand + More deprived,2.24869288739676,1.45902928373471
E01000039,Barking and Dagenham 003D,Barking and Dagenham,Outer London,4,13.6337706788363,22.6468910439247,19.3333333333333,42.8666666666667,14.2666666666667,36.3333333333333,18.2666666666667,39.6,19.3333333333333,42.8666666666667,37.3643410852713,14.2666666666667,36.3333333333333,22.0666666666667,31.4784768699777,21.3333333333333,23.5333333333334,17.2888888888889,39.6,22.3111111111111,Middle 60%,FALSE,FALSE,FALSE,High caregiving adult demand + More deprived,1.39165179297423,1.86174497639571
E01000040,Barking and Dagenham 019A,Barking and Dagenham,Outer London,2,9.47816826411076,25.0798722044728,53.0666666666667,73.6,41.8666666666667,62.3333333333333,47.0666666666667,69.4666666666667,53.0666666666667,73.6,44.969512195122,41.8666666666667,62.3333333333333,20.4666666666667,13.9799576300953,22.4,20.5333333333333,47.3333333333334,68.4666666666667,21.1333333333333,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-1.09539421500792,0.568813225026986
E01000041,Barking and Dagenham 017A,Barking and Dagenham,Outer London,3,9.28338762214984,25.2442996742671,39.0666666666667,65.6666666666667,35.4,62.2666666666667,37.1333333333333,64.0666666666667,39.0666666666667,65.6666666666667,49.2537313432836,35.4,62.2666666666667,26.8666666666667,25.785198892961,26.9333333333334,26.6,37.2,64,26.8,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.599979499458918,1.61340626553162
E01000042,Barking and Dagenham 017B,Barking and Dagenham,Outer London,2,6.37619553666313,29.596174282678,27.6,56.3333333333333,25.5333333333333,51.8333333333333,22.9333333333333,53.6,27.6,56.3333333333333,45.4128440366972,25.5333333333333,51.8333333333333,26.3,36.9227253795308,30.6666666666667,28.7333333333333,25.3555555555555,53.9222222222222,28.5666666666667,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.0119609148846561,2.66541922605825
E01000043,Barking and Dagenham 019B,Barking and Dagenham,Outer London,3,10.8512020792723,20.7927225471085,32.4,63.5333333333333,28.6666666666667,56,27.7333333333333,60.1,32.4,63.5333333333333,42.0042643923241,28.6666666666667,56,27.3333333333333,20.0977809016764,32.3666666666667,31.1333333333333,29.6,59.8777777777778,30.2777777777778,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.394938789345117,1.07871244050178
E01000044,Barking and Dagenham 016D,Barking and Dagenham,Outer London,3,5.93561368209256,24.2454728370221,66.9333333333333,80.1333333333333,48.4,64.8666666666667,57.5333333333333,74.1666666666667,66.9333333333333,80.1333333333333,44.7647951441578,48.4,64.8666666666667,16.4666666666667,4.69481436980513,16.6333333333334,13.2,57.6222222222222,73.0555555555556,15.4333333333334,Bottom 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-2.40589050425585,-0.360056530412054
E01000045,Barking and Dagenham 017C,Barking and Dagenham,Outer London,2,8.9959373186303,25.5948926291352,42,69.9333333333333,38.6,67.7,41.6666666666667,69.5,42,69.9333333333333,45.8333333333333,38.6,67.7,29.1,19.7525580127459,27.8333333333333,27.9333333333333,40.7555555555556,69.0444444444444,28.2888888888889,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.865006161767858,1.32399675304978
E01000046,Barking and Dagenham 017D,Barking and Dagenham,Outer London,3,8.3758937691522,25.8426966292135,26,57.9333333333334,23.1333333333333,53.1,20.2,53.8,26,57.9333333333334,44.8640483383686,23.1333333333333,53.1,29.9666666666667,34.4067748907159,33.6,31.9333333333334,23.1111111111111,54.9444444444445,31.8333333333334,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.293757913980424,2.24532410938737
E01000049,Barking and Dagenham 021C,Barking and Dagenham,Outer London,2,4.15821501014199,31.2880324543611,54,73.4,45.6666666666667,63.1,48.2,69.1666666666667,54,73.4,54.7660311958406,45.6666666666667,63.1,17.4333333333333,29.8016662128669,20.9666666666667,19.4,49.2888888888889,68.5555555555556,19.2666666666667,Bottom 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-1.99227806461546,1.78852528179776
E01000050,Barking and Dagenham 019C,Barking and Dagenham,Outer London,2,8.63192182410423,25.7871878393051,59.8666666666667,76.8666666666667,55,68.5666666666667,70.9333333333333,81.2,59.8666666666667,76.8666666666667,44.2675159235669,55,68.5666666666667,13.5666666666667,1.40588892739437,10.2666666666667,17,61.9333333333333,75.5444444444445,13.6111111111111,Bottom 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-2.47358921835444,0.229548822553919
E01000051,Barking and Dagenham 021D,Barking and Dagenham,Outer London,2,2.3486901535682,28.9972899728997,67.8666666666667,80.7333333333333,57.6,69.6666666666667,70.2666666666667,80.7,67.8666666666667,80.7333333333333,42.4942263279446,57.6,69.6666666666667,12.0666666666667,-0.420138883478366,10.4333333333333,12.8666666666666,65.2444444444445,77.0333333333333,11.7888888888889,Bottom 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-3.8527244741015,0.0939421043441002
E01000052,Barking and Dagenham 019D,Barking and Dagenham,Outer London,2,8.27353313634445,28.0709159983115,40.8,66.8,42.0666666666667,61.3,49,69.5666666666667,40.8,66.8,49.3702770780856,42.0666666666667,61.3,19.2333333333333,20.8635713642023,20.5666666666667,26,43.9555555555556,65.8888888888889,21.9333333333333,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-1.3652525431229,1.88469163915047
E01000053,Barking and Dagenham 020A,Barking and Dagenham,Outer London,2,12.1529919802591,25.1696483652067,38,65.5333333333333,26.8666666666667,54.5666666666667,27.6666666666667,59.1333333333333,38,65.5333333333333,37.6543209876543,26.8666666666667,54.5666666666667,27.7,25.5593373563893,31.4666666666666,27.5333333333333,30.8444444444445,59.7444444444444,28.9,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.836777155870205,1.11182738444448
E01000054,Barking and Dagenham 018A,Barking and Dagenham,Outer London,3,10.8498129342598,26.8305718866916,53.2,72.6666666666667,39.2666666666667,63.3333333333333,41.5333333333333,64.9,53.2,72.6666666666667,48.2003129890454,39.2666666666667,63.3333333333333,24.0666666666667,26.0884846427989,23.3666666666667,19.4666666666667,44.6666666666667,66.9666666666667,22.3,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.611371239189411,0.942735605006258
E01000055,Barking and Dagenham 018B,Barking and Dagenham,Outer London,3,9.8533724340176,24.692082111437,26.5333333333333,54.7333333333333,21.2,47.6,17.0666666666667,44.7,26.5333333333333,54.7333333333333,44.8154657293497,21.2,47.6,26.4,37.0419471123369,27.6333333333333,28.2,21.6,49.0111111111111,27.4111111111111,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.529142368148697,2.06240427475401
E01000056,Barking and Dagenham 018C,Barking and Dagenham,Outer London,2,10.9347442680776,25.5144032921811,51.2,70,33.6,53.9333333333333,36.6666666666667,60.9666666666667,51.2,70,45.9363957597173,33.6,53.9333333333333,20.3333333333333,26.6018332880331,24.3,18.8,40.4888888888889,61.6333333333333,21.1444444444444,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.413693529796258,0.78057797408466
E01000057,Barking and Dagenham 012A,Barking and Dagenham,Outer London,3,10.135571336346,25.9522272433828,39.6,66.6,37.7333333333333,63.6666666666667,33.2,61.9666666666667,39.6,66.6,48.8679245283019,37.7333333333333,63.6666666666667,25.9333333333333,28.7700456222778,28.7666666666667,27,36.8444444444444,64.0777777777778,27.2333333333334,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.254134304355985,1.65571930536446
E01000058,Barking and Dagenham 018D,Barking and Dagenham,Outer London,3,7.20636406176883,25.4562470753393,36,66.2666666666667,33.4,63.7,33.9333333333333,64.8,36,66.2666666666667,46.2750716332378,33.4,63.7,30.3,26.9335251356584,30.8666666666667,30.2666666666667,34.4444444444444,64.9222222222222,30.4777777777778,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.823178895530242,1.67789850690529
E01000059,Barking and Dagenham 013C,Barking and Dagenham,Outer London,3,13.2826214160328,24.1661790520772,50.9333333333334,73.2,31.6666666666667,62.0333333333333,34.0666666666667,64.2,50.9333333333334,73.2,41.6812609457093,31.6666666666667,62.0333333333333,30.3666666666667,22.3856896982165,30.1333333333333,22.2666666666666,38.8888888888889,66.4777777777778,27.5888888888888,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.369928238930651,0.417770460356202
E01000060,Barking and Dagenham 006B,Barking and Dagenham,Outer London,2,9.44954128440367,28.8532110091743,38,65.2,34.8666666666667,60.5,37.3333333333333,63.0333333333333,38,65.2,42.5061425061425,34.8666666666667,60.5,25.6333333333333,25.7333670522457,25.7,27.2,36.7333333333333,62.9111111111111,26.1777777777778,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.42038230252902,1.82199918388603
E01000061,Barking and Dagenham 006C,Barking and Dagenham,Outer London,1,5.81818181818182,28.2077922077922,52.8,76.1333333333333,45.0666666666667,71.3333333333334,46.4666666666667,72.8,52.8,76.1333333333333,42.0424403183024,45.0666666666667,71.3333333333334,26.2666666666667,19.6461628311827,26.3333333333333,23.3333333333333,48.1111111111111,73.4222222222222,25.3111111111111,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-1.73787268432425,0.850726407233807
E01000062,Barking and Dagenham 006D,Barking and Dagenham,Outer London,3,11.2663361874718,24.2000901306895,22,55.5333333333334,20.2,51.9,21,52.1666666666667,22,55.5333333333334,41.4602346805737,20.2,51.9,31.7,34.5414292467879,31.1666666666667,33.5333333333334,21.0666666666667,53.2,32.1333333333334,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,0.989018119145508,2.10324169824348
E01000063,Barking and Dagenham 004A,Barking and Dagenham,Outer London,2,9.50506186726659,25.0843644544432,41.7333333333333,69.6,40.5333333333333,67.2666666666667,32.3333333333333,64.8,41.7333333333333,69.6,44.2492012779553,40.5333333333333,67.2666666666667,26.7333333333333,14.909469879871,32.4666666666667,27.8666666666667,38.2,67.2222222222222,29.0222222222223,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,-0.135925267398416,1.19759789021147
E01000064,Barking and Dagenham 006E,Barking and Dagenham,Outer London,2,10.7919930374238,24.4560487380331,8.66666666666667,47.6,15.6,49.0666666666667,12.1333333333333,45.2666666666667,8.66666666666667,47.6,42.1717171717172,15.6,49.0666666666667,33.4666666666667,38.9524912018555,33.1333333333334,38.9333333333333,12.1333333333333,47.3111111111111,35.1777777777778,Top 20% gain,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,1.00060801240599,2.95002880538588
E01000065,Barking and Dagenham 007A,Barking and Dagenham,Outer London,2,13.3703329969728,22.452068617558,37.4666666666667,60.4,28.1333333333333,55.1,23.6,53.2333333333333,37.4666666666667,60.4,34.6055979643766,28.1333333333333,55.1,26.9666666666667,17.0687534087924,29.6333333333333,22.9333333333333,29.7333333333333,56.2444444444444,26.5111111111111,Middle 60%,FALSE,TRUE,FALSE,High caregiving adult demand + More deprived,1.4405843877678,0.644434737054996
