LSOA21CD,LSOA21NM,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
E01003312,Lewisham 027D,1758,127,126,107,52,74,265,438,315,129,62,63
E01003313,Lewisham 027E,1572,135,114,143,77,76,221,448,253,59,37,9
E01003314,Lewisham 024C,1645,161,138,109,49,63,252,467,279,81,34,12
E01003315,Lewisham 024D,1303,75,70,75,33,67,358,324,186,67,37,11
E01003316,Lewisham 024E,1476,112,86,80,53,77,268,393,251,87,49,20
E01003318,Lewisham 020B,2076,133,130,135,113,125,415,500,358,69,66,32
E01003319,Lewisham 018A,1792,119,108,122,66,102,330,431,315,99,67,33
E01003320,Lewisham 018B,1586,98,96,107,79,96,275,409,309,73,32,12
E01003321,Lewisham 020C,1746,121,101,101,49,87,310,471,350,93,52,11
E01003322,Lewisham 020D,1634,110,78,100,54,99,316,440,287,77,40,33
E01003323,Lewisham 018C,1507,100,70,91,32,74,348,412,232,84,46,18
E01003324,Lewisham 020E,1685,150,117,135,57,87,286,428,287,84,34,20
E01003325,Lewisham 018D,1817,156,120,126,75,91,351,398,318,69,56,57
E01003326,Lewisham 035A,1814,181,129,132,35,72,316,405,299,117,74,54
E01003327,Lewisham 035B,1629,95,99,101,50,62,248,432,337,109,64,32
E01003328,Lewisham 035C,1774,91,80,117,50,78,338,461,322,132,75,30
E01003329,Lewisham 033A,1639,108,114,124,71,72,237,461,284,106,53,9
E01003330,Lewisham 033B,1590,115,153,133,72,73,198,361,301,95,62,27
E01003331,Lewisham 033C,1520,69,91,125,85,97,192,306,266,123,101,65
E01003332,Lewisham 033D,1592,102,82,135,58,80,255,401,295,103,61,20
E01003333,Lewisham 035D,1536,115,91,87,52,79,258,436,251,113,41,13
E01003334,Lewisham 033E,1786,105,98,117,63,85,383,464,303,90,59,19
E01003335,Lewisham 035E,1514,86,102,142,73,61,206,362,310,109,44,19
E01003336,Lewisham 010A,1529,84,102,163,72,100,258,335,284,68,56,7
E01003337,Lewisham 010B,1430,81,124,135,77,87,243,327,238,66,44,8
E01003338,Lewisham 006A,2027,99,119,154,93,172,442,461,317,96,51,23
E01003339,Lewisham 006B,1691,76,86,114,76,129,352,407,314,74,43,20
E01003340,Lewisham 006C,2069,91,75,62,55,284,631,407,338,80,29,17
E01003341,Lewisham 006D,1383,59,73,75,45,104,284,306,285,96,44,12
E01003342,Lewisham 010C,1696,154,86,83,50,87,445,429,267,58,23,14
E01003343,Lewisham 006E,1451,84,83,77,54,76,320,318,295,96,32,16
E01003344,Lewisham 010D,1674,82,82,111,76,118,358,365,338,90,38,16
E01003345,Lewisham 010E,1960,145,123,141,49,113,449,536,287,74,34,9
E01003346,Lewisham 026A,1670,72,92,146,93,118,205,324,393,137,69,21
E01003347,Lewisham 030A,1750,120,159,228,128,118,192,385,305,73,31,11
E01003348,Lewisham 030B,1785,97,120,174,102,148,252,360,330,118,59,25
E01003349,Lewisham 026B,1545,121,119,168,96,105,208,389,240,53,32,14
E01003350,Lewisham 030C,1322,68,63,139,108,103,139,263,305,81,35,18
E01003351,Lewisham 026C,1689,125,115,187,94,96,197,368,335,91,56,25
E01003352,Lewisham 030D,2286,141,197,215,118,160,348,442,406,143,79,37
E01003353,Lewisham 030E,1786,104,117,155,90,92,239,380,370,139,71,29
E01003354,Lewisham 026D,2055,189,108,188,76,96,336,528,365,88,54,27
E01003355,Merton 009A,1766,106,72,70,30,84,550,526,199,83,34,12
E01003356,Merton 009B,1835,141,106,124,53,85,308,526,308,105,54,25
E01003357,Merton 012A,1867,125,151,175,79,116,352,398,323,90,41,17
E01003358,Merton 009C,1793,120,83,84,44,92,457,524,241,83,46,19
E01003359,Merton 006A,1745,120,88,74,35,85,417,467,249,115,62,33
E01003360,Merton 006B,1788,147,110,68,27,86,493,514,224,76,30,13
E01003361,Merton 015A,1672,110,99,134,62,93,233,408,304,137,74,18
E01003362,Merton 021A,1382,89,71,94,66,73,125,318,277,152,81,36
E01003363,Merton 021B,1698,117,125,131,69,77,154,423,331,131,107,33
E01003364,Merton 021C,1813,95,129,131,63,83,177,410,373,189,116,47
E01003365,Merton 021D,1490,69,101,125,54,68,170,332,285,139,89,58
E01003366,Merton 016A,1738,120,87,98,61,93,347,459,259,124,64,26
E01003368,Merton 008A,1675,105,88,85,63,105,353,397,281,121,55,22
E01003369,Merton 005B,1640,106,63,53,33,74,487,474,222,77,36,15
E01003370,Merton 005C,1989,119,102,82,41,129,577,541,247,96,39,16
E01003371,Merton 005D,1552,81,49,55,39,103,385,380,257,110,61,32
E01003372,Merton 008B,1704,102,88,128,73,111,399,395,273,86,45,4
E01003373,Merton 018A,1549,124,122,128,66,123,220,339,281,97,37,12
E01003374,Merton 022A,1811,133,121,130,58,108,290,398,322,120,75,56
E01003375,Merton 022B,1775,92,99,144,82,81,242,398,314,181,93,49
E01003376,Merton 012B,1573,96,99,122,71,73,264,358,299,118,57,16
E01003377,Merton 012C,1641,96,101,176,113,116,261,332,331,72,37,6
E01003378,Merton 018B,2239,168,167,175,118,130,337,572,381,113,52,26
E01003379,Merton 018C,2022,139,145,208,102,110,276,490,358,100,63,31
E01003380,Merton 011A,1741,132,136,146,29,55,294,493,252,108,63,33
E01003381,Merton 016B,1569,142,79,53,27,48,349,481,203,97,61,29
E01003382,Merton 011B,1782,140,139,109,41,62,320,538,241,106,62,24
E01003383,Merton 009D,1648,139,101,81,47,80,369,465,243,81,32,10
E01003384,Merton 009E,1683,126,102,108,37,77,386,487,204,101,39,16
E01003385,Merton 011C,1634,136,143,140,56,58,172,462,278,117,58,14
E01003386,Merton 013A,2273,160,159,187,126,125,340,597,367,130,59,23
E01003387,Merton 014A,2085,141,139,180,97,112,346,506,350,132,58,24
E01003388,Merton 013B,1728,93,97,150,76,99,232,393,329,154,81,24
E01003389,Merton 013C,1793,97,119,138,76,82,274,475,307,136,63,26
E01003390,Merton 018D,1788,127,145,192,86,107,312,414,289,73,25,18
E01003391,Merton 014B,1321,94,123,132,81,86,196,277,214,74,31,13
E01003392,Merton 013D,1417,86,77,88,63,63,269,332,271,88,61,19
E01003393,Merton 008C,1621,113,94,87,37,93,418,445,221,65,32,16
E01003394,Merton 007A,2065,128,102,128,74,149,397,499,343,133,79,33
E01003395,Merton 007B,1638,102,85,107,62,103,244,386,319,120,87,23
E01003396,Merton 007C,1509,95,92,90,42,82,329,350,222,104,85,18
E01003397,Merton 007D,1522,86,55,91,65,89,312,329,277,113,74,31
E01003398,Merton 007E,1909,120,103,127,75,111,334,473,355,114,71,26
E01003399,Merton 011D,1407,81,66,60,42,68,299,372,231,88,64,36
E01003400,Merton 003A,1461,87,79,81,33,71,351,392,217,89,42,19
E01003401,Merton 004A,1411,96,87,81,28,42,283,382,210,92,77,33
E01003402,Merton 004B,1487,74,88,111,44,44,222,399,245,144,84,32
E01003403,Merton 004C,1481,62,80,78,24,40,228,347,284,158,99,81
E01003404,Merton 004D,1831,107,83,68,40,63,426,435,292,178,88,51
E01003405,Merton 018E,2430,157,167,215,109,134,399,612,422,108,73,34
E01003406,Merton 008D,1691,78,90,122,101,129,333,384,335,79,36,4
E01003407,Merton 008E,1946,130,126,119,58,96,475,524,293,89,21,15
E01003408,Merton 012D,1949,124,110,98,43,94,442,585,283,106,52,12
E01003409,Merton 013E,1800,91,105,149,92,118,305,416,338,93,58,35
E01003410,Merton 012E,1632,87,116,124,71,96,273,415,293,101,51,5
E01003411,Merton 014C,2035,198,143,168,87,77,327,554,295,104,52,30
E01003412,Merton 014D,1756,106,101,161,97,120,274,406,330,94,51,16
E01003413,Merton 017A,2082,136,138,184,83,110,330,553,324,134,69,21
E01003414,Merton 017B,1724,73,103,117,74,103,269,328,336,170,101,50
E01003415,Merton 017C,2390,147,182,182,132,140,342,642,375,139,76,33
E01003416,Merton 017D,1587,71,72,100,64,91,259,347,335,131,96,21
E01003417,Merton 025A,1589,110,95,118,56,63,196,347,319,153,89,43
E01003418,Merton 025B,1442,67,62,98,77,93,166,259,342,148,96,34
E01003419,Merton 025C,1824,118,110,150,88,97,227,423,371,142,64,34
E01003420,Merton 025D,1483,86,94,132,75,66,199,335,289,114,69,24
E01003421,Merton 021E,1594,97,82,114,61,81,218,389,299,128,90,35
E01003422,Merton 025E,1464,86,77,99,57,89,172,284,275,170,113,42
E01003423,Merton 011E,1644,100,132,111,60,67,243,421,280,116,71,43
E01003424,Merton 015B,1533,60,105,140,70,44,99,330,324,180,126,55
E01003425,Merton 015C,1488,71,99,156,48,68,95,342,303,172,107,27
E01003426,Merton 015D,1756,80,102,116,63,107,248,403,317,165,105,50
E01003427,Merton 023A,1976,140,136,126,66,116,362,524,284,124,73,25
E01003428,Merton 015E,1517,91,105,117,59,62,225,338,274,133,81,32
E01003429,Merton 019A,1632,93,90,145,90,96,229,332,364,103,70,20
E01003430,Merton 019B,1674,125,116,152,89,121,278,343,309,99,38,4
E01003431,Merton 019C,1707,95,131,167,94,129,220,353,356,112,35,15
E01003432,Merton 019D,1705,91,130,188,135,133,240,314,328,93,36,17
E01003433,Merton 019E,1593,88,105,98,77,94,231,343,327,108,76,46
E01003434,Merton 017E,1544,71,97,134,73,101,215,303,325,131,69,25
E01003435,Merton 014E,2126,144,162,204,103,114,289,520,362,130,79,19
E01003436,Merton 023B,1743,111,102,158,61,109,237,434,328,106,61,36
E01003437,Merton 022C,2032,107,106,132,72,111,299,460,381,168,147,49
E01003438,Merton 024A,1827,113,120,156,87,119,228,421,382,117,52,32
E01003439,Merton 023C,1584,105,97,116,64,91,293,371,307,84,40,16
E01003440,Merton 022D,1668,112,115,135,71,99,267,374,282,110,76,27
E01003441,Merton 022E,1898,128,120,134,85,120,304,396,359,131,85,36
E01003442,Merton 010A,1679,63,104,159,69,57,135,407,333,165,99,88
E01003443,Merton 010B,1628,117,116,168,66,31,147,413,302,157,83,28
E01003444,Merton 010C,1612,94,101,127,58,51,230,410,286,138,94,23
E01003445,Merton 010D,1807,100,122,163,83,75,207,445,329,162,93,28
E01003446,Merton 016C,1968,125,94,110,63,105,448,524,300,119,58,22
E01003447,Merton 016D,1608,105,107,106,47,80,322,419,240,87,58,37
E01003448,Merton 023D,2299,146,140,180,101,124,481,588,368,101,47,23
E01003449,Merton 024B,1873,108,96,147,93,140,304,399,348,106,97,35
E01003450,Merton 024C,1798,113,132,177,98,99,235,426,337,98,58,25
E01003451,Merton 024D,1943,113,125,141,87,105,228,386,407,206,100,45
E01003452,Merton 024E,2223,139,141,198,89,151,292,524,409,146,92,42
E01003453,Merton 023E,1836,100,119,137,87,104,305,459,343,89,65,28
E01003454,Merton 003B,1362,69,79,75,32,57,249,329,231,99,78,64
E01003455,Merton 005E,1670,119,85,89,33,95,459,450,238,65,24,13
E01003456,Merton 003C,1602,91,66,90,38,79,441,399,244,93,43,18
E01003457,Merton 006C,1628,145,131,131,43,59,223,502,254,94,28,18
E01003458,Merton 006D,1758,146,114,95,49,90,370,510,233,85,54,12
E01003459,Merton 006E,2182,165,110,114,55,116,546,573,300,135,46,22
E01003460,Merton 002A,1402,52,56,98,46,48,144,267,316,182,133,60
E01003461,Merton 004E,1449,47,51,78,59,64,287,300,310,137,84,32
E01003462,Merton 002B,1418,68,80,121,63,36,94,304,291,210,112,39
E01003463,Merton 010E,1505,77,122,132,77,53,130,302,316,166,99,31
E01003464,Merton 002C,1389,54,79,99,54,38,93,262,327,174,135,74
E01003465,Merton 002D,1312,46,80,114,60,71,78,245,307,156,110,45
E01003466,Merton 020A,1715,115,108,126,52,81,193,463,312,130,93,42
E01003467,Merton 020B,1767,118,127,135,74,49,205,453,299,182,85,40
E01003468,Merton 020C,1761,128,136,146,66,49,185,455,303,168,94,31
E01003469,Merton 020D,1651,102,107,122,76,83,235,429,319,117,43,18
E01003470,Merton 020E,1999,99,111,137,96,153,318,482,387,125,73,18
E01003471,Merton 016E,1726,114,119,117,57,61,246,445,270,142,86,69
E01003472,Merton 001A,1349,148,126,101,34,38,147,390,213,81,55,16
E01003473,Merton 001B,1471,108,82,101,48,89,279,354,231,104,60,15
E01003474,Merton 001C,1355,65,85,145,78,51,108,303,340,111,56,13
E01003476,Merton 003D,1335,68,81,144,63,88,184,304,286,79,26,12
E01003477,Merton 003E,1598,107,107,115,67,64,296,407,264,108,45,18
E01003478,Merton 001E,1911,191,187,120,54,85,319,550,254,93,43,15
E01003479,Newham 035A,1546,103,107,134,61,75,266,420,247,80,47,6
E01003480,Newham 033A,2011,100,81,110,180,354,316,442,254,118,43,13
E01003481,Newham 035B,1474,79,91,103,118,164,229,358,197,82,38,15
E01003483,Newham 032A,1653,82,79,121,78,117,347,330,339,115,37,8
E01003484,Newham 032B,1797,122,132,160,80,114,350,477,264,75,17,6
E01003485,Newham 035C,1686,85,125,135,57,114,315,440,271,105,27,12
E01003486,Newham 033C,1206,64,74,72,74,81,207,222,255,100,42,15
E01003487,Newham 033D,1352,79,85,118,85,117,245,265,244,82,21,11
E01003488,Newham 019A,1985,172,129,147,122,158,293,429,359,88,75,13
E01003489,Newham 019B,2992,222,224,236,244,279,623,705,296,86,57,20
E01003490,Newham 019C,1994,144,156,206,137,147,351,448,288,76,35,6
E01003491,Newham 022A,1983,157,144,123,84,126,365,451,280,136,87,30
E01003492,Newham 025A,2033,126,145,207,122,169,325,488,297,95,46,13
E01003494,Newham 025C,2113,152,165,228,121,129,309,558,311,82,40,18
E01003495,Newham 025D,2076,141,170,228,131,125,282,513,328,94,51,13
E01003496,Newham 027A,1342,78,81,80,55,99,289,306,259,59,31,5
E01003497,Newham 034A,1648,80,98,121,100,132,278,367,283,113,59,17
E01003498,Newham 027B,1866,141,114,121,88,190,336,449,323,67,28,9
E01003499,Newham 030A,2372,143,150,237,168,175,364,506,415,118,69,27
E01003500,Newham 027C,2047,102,137,154,107,178,435,439,322,107,50,16
E01003501,Newham 030B,2354,127,162,196,132,195,365,564,432,105,43,33
E01003502,Newham 030C,2672,168,201,207,193,306,556,463,410,104,50,14
E01003503,Newham 030D,2885,130,135,197,111,247,945,666,316,83,44,11
E01003506,Newham 034D,1425,74,105,127,63,101,257,322,261,67,40,8
E01003507,Newham 031A,2260,138,144,183,102,194,360,545,385,134,62,13
E01003508,Newham 031B,2554,208,177,181,92,171,652,640,293,72,56,12
E01003509,Newham 031C,2062,178,168,165,115,128,398,459,302,87,41,21
E01003511,Newham 036A,1922,117,113,154,97,177,427,432,275,91,31,8
E01003512,Newham 036B,1980,108,101,169,117,161,343,480,315,114,58,14
E01003513,Newham 035D,1561,98,118,134,71,91,253,454,246,63,22,11
E01003514,Newham 036C,1656,106,110,146,116,144,266,376,277,76,27,12
E01003515,Newham 036D,2108,137,141,150,87,170,408,466,368,106,55,20
E01003516,Newham 032C,1889,108,112,199,143,148,262,404,364,99,40,10
E01003517,Newham 036E,1882,117,156,190,112,136,290,377,352,87,34,31
E01003518,Newham 032D,1638,128,116,138,70,96,295,417,255,82,33,8
E01003519,Newham 032E,1622,84,98,113,69,147,314,385,280,91,30,11
E01003520,Newham 018A,1978,126,143,168,102,142,363,455,296,110,46,27
E01003521,Newham 018B,2171,139,152,181,111,158,413,569,294,89,56,9
E01003522,Newham 018C,1853,125,144,169,98,139,285,458,270,109,38,18
E01003523,Newham 024A,2462,177,195,183,123,170,381,608,387,167,49,22
E01003524,Newham 019D,1928,136,144,165,125,138,302,462,291,99,56,10
E01003525,Newham 018D,2074,140,191,185,150,130,302,519,267,117,48,25
E01003526,Newham 018E,1881,153,133,170,98,167,282,444,251,108,61,14
E01003527,Newham 024B,1828,120,136,189,99,127,260,428,311,95,52,11
E01003528,Newham 005A,1360,99,128,160,84,88,185,307,184,72,37,16
E01003529,Newham 010A,2418,194,113,162,103,159,442,581,404,174,64,22
E01003530,Newham 010B,1892,127,119,145,89,154,341,442,302,105,47,21
E01003531,Newham 010C,2251,202,184,174,101,161,426,494,287,129,60,33
E01003532,Newham 010D,2311,169,142,131,86,211,511,493,360,101,77,30
E01003533,Newham 011A,2314,153,170,226,126,270,338,505,319,115,68,24
E01003534,Newham 010E,2324,164,191,208,127,192,377,519,350,105,62,29
E01003535,Newham 023A,1853,131,167,180,101,150,260,393,312,88,49,22
E01003536,Newham 023B,2121,175,209,221,144,130,280,550,282,75,41,14
E01003537,Newham 024C,2160,148,174,235,116,157,276,546,349,98,45,16
E01003538,Newham 029A,2137,148,148,190,132,160,301,516,347,80,68,47
E01003539,Newham 029B,2518,173,203,289,149,191,339,661,344,101,48,20
E01003540,Newham 029C,2032,165,159,226,112,132,336,453,324,75,34,16
E01003541,Newham 029D,2025,137,172,241,120,153,278,501,303,74,34,12
E01003542,Newham 024D,2229,122,186,258,170,228,278,479,363,106,29,10
E01003543,Newham 001A,2333,149,151,170,109,163,408,617,372,113,61,20
E01003544,Newham 001B,1811,126,104,143,86,124,344,443,297,90,38,16
E01003545,Newham 006A,1751,99,96,136,75,117,349,459,298,78,37,7
E01003546,Newham 001C,1788,144,114,132,91,159,336,421,267,87,25,12
E01003547,Newham 007A,1956,128,103,118,77,105,345,453,408,149,49,21
E01003548,Newham 006B,2246,120,111,140,84,182,499,570,327,119,63,31
E01003549,Newham 006C,2120,135,137,133,99,185,429,563,297,83,45,14
E01003550,Newham 001D,1780,144,126,138,78,104,294,467,286,81,42,20
E01003551,Newham 009A,1830,104,96,126,60,148,386,475,255,95,46,39
E01003552,Newham 016A,1597,104,112,113,85,111,302,391,223,89,52,15
E01003553,Newham 009B,2022,123,141,153,111,175,420,440,330,81,31,17
E01003554,Newham 009C,1899,95,75,91,56,174,473,465,285,112,56,17
E01003555,Newham 007B,1886,146,123,134,128,133,303,426,285,126,62,20
E01003556,Newham 008A,1966,145,164,193,127,152,291,500,267,85,29,13
E01003557,Newham 006D,1957,151,121,125,91,138,391,506,303,83,39,9
E01003558,Newham 008B,1716,132,139,148,80,129,315,421,225,82,32,13
E01003559,Newham 009D,2389,131,111,142,93,200,599,638,339,89,32,15
E01003560,Newham 011B,1673,108,108,139,100,163,299,359,256,76,54,11
E01003561,Newham 007C,1714,122,124,167,89,120,308,381,248,96,45,14
E01003562,Newham 014A,2102,155,129,136,81,166,412,487,316,150,45,25
E01003563,Newham 011C,2622,334,239,271,103,165,526,506,325,95,48,10
E01003564,Newham 014B,2367,140,193,220,127,186,399,609,337,106,35,15
E01003565,Newham 014C,2090,156,142,216,133,195,358,480,280,74,47,9
E01003566,Newham 014D,1963,149,183,211,112,129,308,495,243,86,29,18
E01003567,Newham 007D,1935,162,160,158,98,161,399,448,235,67,39,8
E01003568,Newham 017A,2587,157,144,168,120,305,592,510,329,167,67,28
E01003569,Newham 017B,2465,277,133,159,71,125,468,786,276,99,51,20
E01003570,Newham 008C,1909,142,137,175,98,152,328,459,275,84,45,14
E01003571,Newham 008D,2278,170,156,198,140,196,402,515,304,101,65,31
E01003572,Newham 008E,1674,122,120,125,95,111,344,383,233,96,29,16
E01003573,Newham 017C,2336,260,156,174,108,185,464,513,289,112,54,21
E01003574,Newham 017D,2549,190,196,194,101,157,416,647,358,158,101,31
E01003575,Newham 005B,1660,121,140,162,85,141,254,405,218,86,40,8
E01003576,Newham 002A,1799,162,161,166,107,122,283,396,273,66,39,24
E01003577,Newham 005C,2384,205,211,244,173,184,375,531,328,64,45,24
E01003578,Newham 003A,1995,155,170,256,121,121,308,546,222,61,23,12
E01003579,Newham 004A,1986,142,199,208,123,133,317,433,267,103,43,18
E01003580,Newham 005D,2001,129,173,224,159,159,252,470,302,79,33,21
E01003581,Newham 002B,1802,129,133,200,110,138,282,402,272,82,36,18
E01003582,Newham 002C,1597,119,129,192,92,143,223,339,243,60,44,13
E01003583,Newham 002D,2097,180,183,225,150,152,261,504,263,107,42,30
E01003584,Newham 003B,1914,137,109,138,83,112,316,473,299,160,68,19
E01003585,Newham 004B,1630,101,109,144,102,127,314,371,222,90,42,8
E01003586,Newham 003C,1828,131,131,152,117,135,297,455,279,79,36,16
E01003587,Newham 004C,2486,202,210,260,119,144,382,658,320,115,54,22
E01003588,Newham 011D,1561,89,114,143,97,97,254,354,282,72,44,15
E01003589,Newham 011E,1857,128,147,154,105,145,299,475,266,90,36,12
E01003590,Newham 003D,1608,125,124,135,90,79,278,364,244,98,48,23
E01003591,Newham 004D,2254,164,193,212,131,156,385,555,306,82,37,33
E01003592,Newham 022B,1888,110,117,155,98,155,371,439,282,96,48,17
E01003593,Newham 027D,1508,83,96,102,74,108,268,419,216,97,30,15
E01003594,Newham 026A,1827,105,113,152,103,152,371,393,313,88,25,12
E01003595,Newham 026B,1813,127,96,132,106,143,325,412,284,116,54,18
E01003596,Newham 016B,1716,137,140,148,85,124,284,404,241,96,41,16
E01003597,Newham 016C,2191,263,158,124,93,104,406,523,273,174,56,17
E01003598,Newham 021A,1894,128,136,161,124,155,319,448,286,87,34,16
E01003599,Newham 022C,1650,105,121,155,98,186,253,363,226,69,57,17
E01003600,Newham 021B,1627,69,101,145,93,105,295,384,303,80,32,20
E01003601,Newham 028A,2201,120,148,221,138,171,325,493,401,126,52,6
E01003602,Newham 026C,2191,137,133,187,135,172,402,559,326,83,43,14
E01003603,Newham 028B,1942,140,169,197,88,106,316,488,311,74,44,9
E01003604,Newham 031D,2290,154,164,236,125,150,354,573,383,104,39,8
E01003605,Newham 028C,2073,124,156,202,107,153,312,483,343,123,48,22
E01003607,Newham 026D,1898,157,143,144,96,141,417,410,266,87,31,6
E01003608,Newham 028D,2031,133,154,188,88,112,375,536,296,98,38,13
E01003611,Newham 041C,1962,136,170,215,116,125,312,433,327,72,48,8
E01003615,Newham 039A,1706,124,97,99,73,140,338,399,283,81,63,9
E01003616,Newham 012A,1847,96,91,121,80,179,387,417,337,86,36,17
E01003618,Newham 012C,2270,120,101,110,75,271,576,487,367,93,55,15
E01003619,Newham 012D,2482,208,163,116,84,256,669,530,293,89,64,10
E01003621,Newham 023C,1651,105,126,180,85,126,248,409,253,69,39,11
E01003622,Newham 023D,1817,138,156,205,94,127,287,455,260,64,27,4
E01003623,Newham 023E,1756,92,121,196,138,145,253,399,300,71,29,12
E01003624,Newham 024E,1694,106,137,178,109,111,239,384,293,95,36,6
E01003625,Newham 015A,1682,119,123,163,75,120,314,426,229,74,31,8
E01003626,Newham 015B,1684,91,110,122,95,135,318,437,261,68,36,11
E01003627,Newham 015C,1525,96,99,124,67,126,274,355,241,91,43,9
E01003628,Newham 015D,1692,102,119,151,96,122,262,435,263,97,34,11
E01003629,Newham 015E,1946,145,157,147,102,99,367,464,315,94,44,12
E01003630,Newham 021C,1890,110,108,144,83,138,381,416,333,104,61,12
E01003631,Newham 020A,1866,82,78,139,95,147,451,432,300,99,36,7
E01003632,Newham 020B,2425,123,130,139,97,248,527,584,347,158,54,18
E01003633,Newham 020C,1860,121,119,166,106,149,356,388,330,69,49,7
E01003634,Newham 020D,1751,97,101,139,84,147,325,392,294,106,46,20
E01003635,Newham 016D,1825,96,83,91,59,111,427,476,289,131,42,20
E01003636,Newham 020E,2196,182,121,164,141,190,461,454,342,82,44,15
E01003637,Newham 021D,1890,119,94,95,78,149,428,431,351,75,56,14
E01003638,Redbridge 017A,1907,108,144,153,70,91,286,453,294,164,100,44
E01003639,Redbridge 013A,2257,157,164,195,109,105,367,569,309,144,103,35
