LSOA21CD,LSOA21NM,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
E01002952,Kingston upon Thames 002A,1393,66,68,116,92,55,100,228,331,183,116,38
E01002953,Kingston upon Thames 002B,1333,43,62,110,69,84,145,205,303,151,69,92
E01002954,Kingston upon Thames 003D,1371,86,84,78,39,79,274,306,168,107,92,58
E01002955,Kingston upon Thames 002C,1504,53,93,104,82,113,209,290,303,119,79,59
E01002956,Kingston upon Thames 002D,1391,41,78,107,114,113,131,223,267,136,128,53
E01002957,Kingston upon Thames 003E,1590,88,95,138,90,181,310,324,217,80,56,11
E01002958,Kingston upon Thames 008C,1740,129,141,138,59,63,170,474,345,137,60,24
E01002959,Kingston upon Thames 002E,1391,49,89,144,75,47,84,278,321,170,101,33
E01002960,Kingston upon Thames 006B,1589,81,74,148,74,75,204,320,353,153,79,28
E01002961,Kingston upon Thames 008D,1757,94,114,167,93,78,152,392,368,172,93,34
E01002962,Kingston upon Thames 006C,1612,82,95,163,103,94,170,358,311,140,70,26
E01002963,Kingston upon Thames 007D,1845,134,111,141,63,86,284,466,324,131,65,40
E01002964,Kingston upon Thames 005A,2514,123,112,119,220,464,413,480,326,151,79,27
E01002965,Kingston upon Thames 009A,2519,137,114,104,115,457,434,563,297,173,83,42
E01002966,Kingston upon Thames 010C,1985,138,107,118,79,207,273,535,366,94,48,20
E01002967,Kingston upon Thames 009B,1857,116,86,56,38,129,385,539,248,136,90,34
E01002968,Kingston upon Thames 009C,2909,113,100,103,133,607,627,586,383,137,89,31
E01002969,Kingston upon Thames 005B,1890,155,146,170,129,232,296,355,258,84,45,20
E01002970,Kingston upon Thames 006D,1811,117,124,135,95,143,324,429,271,116,42,15
E01002971,Kingston upon Thames 005C,1800,109,126,148,62,137,265,508,279,105,50,11
E01002972,Kingston upon Thames 005D,2053,158,115,137,63,215,424,520,218,119,60,24
E01002973,Kingston upon Thames 006E,1582,85,99,154,120,131,219,354,269,87,47,17
E01002974,Kingston upon Thames 005E,2057,120,141,173,110,207,274,439,336,169,63,25
E01002975,Kingston upon Thames 012A,1489,66,102,119,71,100,172,300,286,131,107,35
E01002976,Kingston upon Thames 015A,1712,126,110,111,71,75,195,416,309,159,110,30
E01002977,Kingston upon Thames 012B,1701,105,118,134,86,88,228,356,327,143,79,37
E01002978,Kingston upon Thames 015B,1858,112,100,128,63,84,204,412,352,224,124,55
E01002979,Kingston upon Thames 015C,1527,71,84,117,61,90,163,328,299,207,81,26
E01002980,Kingston upon Thames 012C,1405,53,75,91,62,102,112,294,314,170,100,32
E01002981,Kingston upon Thames 012D,1602,60,69,159,93,87,155,320,361,170,97,31
E01002982,Kingston upon Thames 015D,1486,40,80,118,53,78,154,277,299,171,127,89
E01002983,Kingston upon Thames 015E,1669,94,102,93,73,83,181,331,364,191,118,39
E01002984,Kingston upon Thames 012E,1431,68,83,114,57,68,140,310,291,171,86,43
E01002985,Kingston upon Thames 007E,1722,107,119,153,72,97,188,444,322,125,75,20
E01002986,Kingston upon Thames 008E,1371,62,86,121,47,68,119,298,266,158,98,48
E01002987,Kingston upon Thames 011B,1894,84,64,53,32,150,503,519,271,92,82,44
E01002988,Kingston upon Thames 011C,1679,87,51,86,178,268,321,351,198,78,50,11
E01002989,Kingston upon Thames 011D,1900,132,87,89,37,72,477,562,275,108,50,11
E01002990,Kingston upon Thames 009D,1709,111,68,43,21,120,439,461,251,116,56,23
E01002991,Kingston upon Thames 009E,1562,92,89,100,42,101,282,405,271,105,52,23
E01002992,Kingston upon Thames 010D,1567,68,64,59,258,334,205,271,181,76,34,17
E01002993,Kingston upon Thames 013C,1577,108,77,65,27,55,384,477,210,93,53,28
E01002994,Kingston upon Thames 016A,1508,107,88,90,34,66,182,368,236,143,112,82
E01002995,Kingston upon Thames 013D,1600,74,89,98,42,62,234,386,265,135,115,100
E01002996,Kingston upon Thames 016B,1543,101,119,114,68,68,212,407,267,100,65,22
E01002997,Kingston upon Thames 016C,1523,87,92,119,58,51,222,395,308,118,57,16
E01002998,Kingston upon Thames 016D,1612,154,137,137,61,72,218,430,242,86,59,16
E01002999,Kingston upon Thames 013E,1534,109,96,68,43,104,410,427,177,54,31,15
E01003000,Kingston upon Thames 017C,1873,130,130,148,83,77,300,448,315,147,73,22
E01003001,Kingston upon Thames 017D,1918,107,128,139,95,116,247,409,391,170,85,31
E01003002,Kingston upon Thames 016E,1909,119,149,150,61,81,267,514,300,134,91,43
E01003003,Kingston upon Thames 017E,1726,90,103,140,88,115,223,444,307,123,58,35
E01003004,Kingston upon Thames 018D,1641,108,105,126,73,88,196,379,331,130,78,27
E01003005,Kingston upon Thames 018E,1542,68,108,136,70,63,187,345,316,135,92,22
E01003006,Kingston upon Thames 001A,1525,66,98,149,74,62,98,339,347,154,91,47
E01003007,Kingston upon Thames 001B,1624,66,141,190,78,68,98,383,340,152,70,38
E01003008,Kingston upon Thames 001C,1446,62,134,169,67,54,71,353,307,127,77,25
E01003009,Kingston upon Thames 001D,2059,106,183,241,97,73,150,503,423,159,89,35
E01003010,Kingston upon Thames 001E,1439,60,100,134,80,56,95,314,375,138,58,29
E01003011,Kingston upon Thames 004E,1693,80,135,144,55,65,146,430,331,161,108,38
E01003013,Lambeth 036A,1946,30,23,44,225,562,565,281,138,44,28,6
E01003014,Lambeth 036B,1505,51,52,93,57,151,262,310,303,128,63,35
E01003015,Lambeth 002A,1721,73,79,101,70,139,372,352,361,101,56,17
E01003016,Lambeth 036C,1202,28,26,30,224,195,252,176,156,73,34,8
E01003017,Lambeth 036D,1632,53,52,72,127,134,313,335,307,141,70,28
E01003018,Lambeth 020A,2019,62,32,83,35,206,832,374,262,89,28,16
E01003019,Lambeth 015A,2035,66,49,72,37,239,828,342,259,82,50,11
E01003020,Lambeth 016A,1821,68,86,102,59,136,611,375,262,63,44,15
E01003021,Lambeth 021A,2151,60,73,87,53,183,649,491,331,98,83,43
E01003022,Lambeth 021B,1620,71,64,75,37,155,466,384,237,82,36,13
E01003023,Lambeth 021C,2591,139,110,124,85,234,851,547,372,66,47,16
E01003024,Lambeth 021D,1840,115,104,123,78,186,398,434,304,55,34,9
E01003025,Lambeth 021E,2046,99,107,146,92,129,514,441,365,78,58,17
E01003026,Lambeth 019A,1501,85,48,59,25,179,519,260,221,64,30,11
E01003027,Lambeth 019B,1394,81,65,105,41,103,345,298,207,95,40,14
E01003028,Lambeth 019C,1484,95,83,87,33,119,398,332,226,58,43,10
E01003029,Lambeth 017A,1828,73,61,63,31,188,661,348,255,86,39,23
E01003030,Lambeth 019D,1722,58,66,72,14,205,681,350,172,54,31,19
E01003031,Lambeth 023A,1574,73,63,80,46,196,568,275,188,53,25,7
E01003032,Lambeth 017B,1721,57,66,84,59,151,501,321,286,112,57,27
E01003033,Lambeth 019E,1618,98,105,104,50,144,370,335,267,84,34,27
E01003034,Lambeth 012A,1641,78,89,104,47,149,442,375,226,68,46,17
E01003035,Lambeth 012B,1688,56,50,60,28,237,604,325,211,66,24,27
E01003036,Lambeth 012C,1760,62,44,63,37,191,633,299,303,79,38,11
E01003037,Lambeth 013A,1439,50,67,88,57,144,330,303,258,88,43,11
E01003038,Lambeth 013B,1702,77,69,42,26,152,593,313,221,114,80,15
E01003039,Lambeth 013C,2042,87,85,85,35,198,689,463,234,108,39,19
E01003040,Lambeth 013D,1246,46,62,55,32,106,352,280,189,80,33,11
E01003041,Lambeth 017C,1521,53,67,92,61,169,367,270,287,73,53,29
E01003042,Lambeth 013E,1109,36,27,51,28,138,335,237,167,43,38,9
E01003043,Lambeth 018A,1618,58,69,63,75,140,450,332,267,87,63,14
E01003044,Lambeth 018B,1410,78,114,81,47,102,309,310,276,50,33,10
E01003045,Lambeth 011A,1989,94,112,149,130,255,357,347,364,105,59,17
E01003046,Lambeth 009A,1681,69,95,142,94,104,343,402,338,60,26,8
E01003047,Lambeth 011B,1788,63,51,95,62,226,544,309,313,68,47,10
E01003048,Lambeth 009B,1913,116,153,200,88,157,292,396,396,68,35,12
E01003049,Lambeth 011C,1767,78,89,127,96,166,432,389,272,69,36,13
E01003050,Lambeth 016B,1584,51,46,44,35,218,594,269,210,66,33,18
E01003051,Lambeth 018C,2096,71,65,95,66,201,746,431,331,59,24,7
E01003052,Lambeth 016C,2225,137,100,151,110,236,491,385,454,98,50,13
E01003053,Lambeth 015B,1674,33,33,31,17,184,733,324,212,53,42,12
E01003054,Lambeth 015C,2193,48,40,46,22,368,1093,324,165,44,31,12
E01003055,Lambeth 016D,1602,60,45,42,33,123,552,321,262,102,47,15
E01003056,Lambeth 015D,1708,34,29,47,42,302,627,287,244,60,25,11
E01003057,Lambeth 017D,1705,79,76,109,72,198,489,275,286,67,35,19
E01003058,Lambeth 015E,1979,57,46,57,26,262,847,341,219,75,33,16
E01003059,Lambeth 011D,2210,84,94,109,74,192,658,437,397,89,53,23
E01003060,Lambeth 011E,1698,68,88,121,67,171,423,329,291,83,40,17
E01003061,Lambeth 011F,1329,33,47,44,35,108,451,259,211,90,41,10
E01003062,Lambeth 033A,1836,96,105,97,44,73,507,488,290,85,39,12
E01003063,Lambeth 033B,1363,82,82,92,56,85,243,316,291,63,40,13
E01003064,Lambeth 028A,1465,95,105,121,40,41,301,406,220,79,45,12
E01003065,Lambeth 031A,1670,141,133,172,107,74,225,398,263,100,43,14
E01003066,Lambeth 028B,1887,131,107,127,80,101,364,416,409,89,45,18
E01003067,Lambeth 033C,1555,127,120,102,59,66,269,402,256,86,51,17
E01003068,Lambeth 031B,1572,107,119,140,65,79,244,403,272,89,36,18
E01003069,Lambeth 033D,1368,79,102,118,80,76,172,326,284,85,33,13
E01003070,Lambeth 033E,1548,100,79,120,63,83,277,333,306,110,58,19
E01003071,Lambeth 018D,2326,111,116,114,55,155,745,511,362,100,47,10
E01003072,Lambeth 014A,1737,79,92,135,64,74,332,362,338,156,76,29
E01003073,Lambeth 014B,1601,89,92,110,82,112,341,334,289,96,45,11
E01003074,Lambeth 018E,2360,113,82,106,54,138,728,518,437,127,43,14
E01003075,Lambeth 009C,1713,90,122,129,89,135,300,383,339,71,43,12
E01003076,Lambeth 014C,2701,139,110,188,209,334,744,541,331,79,22,4
E01003077,Lambeth 014D,1862,87,68,75,57,177,630,390,274,60,30,14
E01003078,Lambeth 014E,1627,85,92,130,60,76,285,353,339,112,70,25
E01003079,Lambeth 027A,1683,104,112,130,85,86,306,455,284,74,31,16
E01003080,Lambeth 027B,1680,116,125,134,65,76,295,478,256,86,40,9
E01003081,Lambeth 028C,1864,118,109,128,65,102,396,466,359,74,33,14
E01003082,Lambeth 031C,1375,91,79,88,54,55,231,314,252,114,74,23
E01003083,Lambeth 030A,1541,86,86,115,67,75,218,355,327,114,65,33
E01003084,Lambeth 030B,1506,102,80,93,62,75,303,361,276,86,51,17
E01003085,Lambeth 030C,1797,143,118,128,69,79,221,399,374,155,82,29
E01003086,Lambeth 031D,1559,86,93,125,81,113,247,346,344,68,41,15
E01003087,Lambeth 031E,1641,104,121,156,93,115,231,375,301,70,58,17
E01003088,Lambeth 010A,1587,97,78,82,40,172,486,320,222,50,26,14
E01003089,Lambeth 008A,1935,84,127,140,75,191,527,411,285,73,15,7
E01003090,Lambeth 012D,2382,70,76,57,45,284,987,434,294,80,35,20
E01003091,Lambeth 008B,1712,80,80,130,70,187,503,338,225,53,36,10
E01003092,Lambeth 008C,2350,145,93,188,92,251,596,476,379,76,31,23
E01003093,Lambeth 010B,2297,106,111,225,146,177,427,543,363,116,61,22
E01003094,Lambeth 010C,1484,58,47,42,46,160,470,266,245,81,49,20
E01003095,Lambeth 012E,1642,66,75,72,36,196,543,268,266,68,40,12
E01003096,Lambeth 010D,2095,55,33,33,101,355,842,319,222,66,46,23
E01003097,Lambeth 006A,1558,60,64,79,78,138,339,298,280,128,72,22
E01003098,Lambeth 005A,1482,83,53,66,61,137,363,279,283,89,50,18
E01003099,Lambeth 005B,1699,75,70,96,62,176,456,348,263,111,30,12
E01003100,Lambeth 005C,2014,55,43,48,35,239,878,410,236,44,20,6
E01003101,Lambeth 003A,1433,53,55,79,72,134,418,281,245,54,33,9
E01003102,Lambeth 004A,1702,51,35,53,42,205,502,337,272,87,54,64
E01003104,Lambeth 004C,1733,65,51,81,44,198,576,317,242,84,62,13
E01003105,Lambeth 003B,1708,80,81,116,69,149,379,325,289,117,71,32
E01003106,Lambeth 003C,2136,90,111,164,78,168,428,457,431,104,79,26
E01003107,Lambeth 003D,1851,60,61,62,44,149,521,437,344,92,62,19
E01003108,Lambeth 002B,1556,80,87,123,65,88,316,357,258,115,54,13
E01003110,Lambeth 002C,2051,71,72,102,55,163,530,431,363,169,70,25
E01003111,Lambeth 002D,1980,145,124,153,102,173,332,361,371,137,58,24
E01003112,Lambeth 002E,1797,94,112,126,61,123,370,434,324,95,45,13
E01003113,Lambeth 032A,1794,105,100,93,61,109,435,468,269,95,46,13
E01003114,Lambeth 032B,2424,166,124,107,50,163,654,757,275,68,45,15
E01003115,Lambeth 034A,1618,117,81,105,49,87,383,409,261,72,41,13
E01003116,Lambeth 029A,1786,100,100,117,89,117,285,406,328,144,77,23
E01003117,Lambeth 029B,1850,93,72,124,41,112,522,438,279,85,59,25
E01003118,Lambeth 029C,1862,113,146,135,63,92,354,467,294,108,63,27
E01003119,Lambeth 032C,2065,97,127,126,59,93,569,493,305,74,73,49
E01003120,Lambeth 032D,2413,132,92,110,60,157,693,650,374,96,34,15
E01003121,Lambeth 006B,1570,59,103,136,90,150,252,311,337,80,30,22
E01003122,Lambeth 004D,1905,70,50,100,55,168,627,432,272,82,32,17
E01003123,Lambeth 006C,1596,53,51,57,57,120,437,342,318,91,57,13
E01003124,Lambeth 006D,1353,43,67,84,46,110,291,319,252,80,43,18
E01003125,Lambeth 006E,1782,69,111,171,102,130,311,392,350,83,44,19
E01003126,Lambeth 008D,1665,76,79,87,61,159,434,321,337,72,33,6
E01003127,Lambeth 010E,2091,103,115,113,61,183,542,453,346,117,45,13
E01003128,Lambeth 008E,1643,71,95,133,76,125,363,363,296,85,24,12
E01003129,Lambeth 004E,1797,70,62,66,62,175,580,346,292,90,42,12
E01003130,Lambeth 026A,1868,110,104,121,51,104,423,482,298,87,64,24
E01003131,Lambeth 026B,2152,99,112,101,60,131,641,550,315,86,42,15
E01003132,Lambeth 024A,1451,66,80,94,78,93,256,320,259,85,80,40
E01003133,Lambeth 027C,1660,89,85,104,62,94,378,437,295,71,35,10
E01003134,Lambeth 027D,1597,79,82,116,61,109,341,361,298,76,49,25
E01003135,Lambeth 026C,1931,77,70,111,127,123,508,457,327,78,27,26
E01003136,Lambeth 022A,1659,76,56,105,49,133,431,422,258,85,34,10
E01003137,Lambeth 022B,1580,66,75,100,74,111,377,376,273,75,37,16
E01003138,Lambeth 026D,1478,97,73,63,29,75,464,386,201,58,23,9
E01003139,Lambeth 035A,1529,91,102,104,63,102,257,379,260,83,57,31
E01003140,Lambeth 035B,1509,97,92,114,85,75,237,353,261,100,69,26
E01003141,Lambeth 034B,1844,143,101,126,62,81,345,459,297,129,77,24
E01003142,Lambeth 035C,1374,76,78,100,60,94,221,321,244,97,60,23
E01003143,Lambeth 035D,1503,67,86,122,74,96,229,329,249,138,74,39
E01003144,Lambeth 034C,1547,69,78,82,57,68,282,276,343,173,83,36
E01003145,Lambeth 034D,1656,85,84,87,47,98,400,434,252,102,45,22
E01003146,Lambeth 035E,1649,108,50,110,87,148,351,363,289,82,47,14
E01003147,Lambeth 034E,2075,135,95,142,69,98,445,548,350,98,77,18
E01003148,Lambeth 032E,1836,111,95,117,64,100,416,486,313,88,30,16
E01003149,Lambeth 030D,1755,98,82,92,45,78,361,440,290,137,85,47
E01003150,Lambeth 032F,1941,112,97,148,62,143,437,467,302,107,53,13
E01003151,Lambeth 026E,1956,96,109,153,99,129,473,422,290,105,48,32
E01003152,Lambeth 027E,1909,138,108,82,54,81,475,525,257,98,54,37
E01003153,Lambeth 029D,2172,86,81,69,28,121,800,616,257,59,36,19
E01003154,Lambeth 030E,1999,148,150,141,93,114,370,459,335,115,55,19
E01003155,Lambeth 029E,1827,85,100,113,46,92,353,509,326,115,65,23
E01003156,Lambeth 023B,1598,99,97,69,36,133,461,352,214,81,42,14
E01003157,Lambeth 023C,1582,129,112,123,47,86,365,382,220,70,41,7
E01003158,Lambeth 023D,1624,118,73,53,27,75,594,377,188,53,53,13
E01003159,Lambeth 022C,1774,60,55,66,49,150,530,425,284,97,46,12
E01003160,Lambeth 022D,1450,44,63,70,72,130,356,329,305,51,25,5
E01003161,Lambeth 023E,1313,70,69,81,30,134,418,253,141,63,38,16
E01003162,Lambeth 022E,1856,92,107,130,103,141,353,401,401,75,38,15
E01003163,Lambeth 023F,1598,67,94,109,61,142,347,321,253,110,66,28
E01003164,Lambeth 025A,2242,105,110,127,90,197,509,537,412,94,47,14
E01003165,Lambeth 025B,1642,100,102,118,62,89,251,378,289,145,78,30
E01003166,Lambeth 028D,2566,135,125,154,75,132,650,699,417,104,54,21
E01003167,Lambeth 028E,1758,125,102,148,57,66,247,438,328,163,66,18
E01003168,Lambeth 025C,1658,58,93,153,100,100,268,341,339,135,50,21
E01003169,Lambeth 025D,2355,148,123,143,77,110,585,611,397,102,43,16
E01003170,Lambeth 025E,1906,122,134,153,61,64,278,471,320,162,98,43
E01003171,Lambeth 020B,1650,85,50,91,36,99,504,387,278,70,33,17
E01003172,Lambeth 024B,1943,114,136,200,76,110,438,420,324,81,30,14
E01003173,Lambeth 020C,1633,80,66,69,74,114,445,357,271,80,58,19
E01003174,Lambeth 024C,2040,105,138,178,127,160,357,483,375,81,22,14
E01003175,Lambeth 024D,1577,85,82,139,98,108,277,319,331,97,29,12
E01003176,Lambeth 016E,1930,83,130,170,99,169,397,384,350,103,32,13
E01003177,Lambeth 020D,1603,81,53,69,51,131,547,334,237,64,28,8
E01003178,Lambeth 020E,1500,54,55,65,26,117,543,298,226,61,40,15
E01003179,Lambeth 024E,1622,104,117,166,94,110,278,353,299,68,26,7
E01003180,Lambeth 005D,1600,70,73,84,73,164,348,324,318,96,36,14
E01003181,Lambeth 007A,1521,56,53,83,56,122,382,290,313,113,34,19
E01003182,Lambeth 009D,1787,82,81,130,74,116,407,410,330,94,50,13
E01003183,Lambeth 005E,1602,76,56,99,68,131,344,303,330,125,51,19
E01003184,Lambeth 007B,1424,82,79,112,71,118,317,330,218,59,27,11
E01003185,Lambeth 007C,1930,88,69,75,61,171,632,424,300,63,29,18
E01003186,Lambeth 007D,2440,75,81,103,59,246,860,497,372,97,40,10
E01003187,Lambeth 007E,2316,116,145,152,77,160,716,503,301,94,44,8
E01003188,Lambeth 009E,1268,54,46,64,57,114,253,285,278,67,36,14
E01003189,Lewisham 034A,1763,93,129,212,85,100,223,372,405,94,35,15
E01003190,Lewisham 034B,2316,181,191,225,103,128,329,552,462,84,51,10
E01003191,Lewisham 034C,1663,125,109,137,68,86,269,377,334,94,47,17
E01003192,Lewisham 034D,1787,112,120,158,112,93,313,367,367,86,47,12
E01003193,Lewisham 029A,1797,193,105,113,75,100,269,401,305,154,61,21
E01003194,Lewisham 029B,1767,118,87,147,82,86,265,374,355,154,73,26
E01003195,Lewisham 029C,1486,97,85,105,65,74,189,354,346,98,53,20
E01003196,Lewisham 029D,1765,103,136,172,84,107,216,401,367,102,61,16
E01003197,Lewisham 029E,1658,76,119,144,81,117,228,328,383,119,42,21
E01003198,Lewisham 009A,1493,91,91,96,48,74,237,393,256,109,64,34
E01003199,Lewisham 007A,1969,114,120,107,51,78,425,554,335,98,66,21
E01003200,Lewisham 009B,1475,79,74,59,39,78,330,341,290,84,74,27
E01003201,Lewisham 007B,1680,82,80,91,69,147,338,370,318,95,60,30
E01003202,Lewisham 009C,1559,74,77,80,34,58,259,378,299,150,101,49
E01003203,Lewisham 009D,1966,137,114,110,80,110,381,478,399,95,48,14
E01003204,Lewisham 007C,1613,84,101,111,54,87,418,382,254,75,37,10
E01003205,Lewisham 007D,1390,80,86,110,72,110,307,329,183,69,36,8
E01003206,Lewisham 007E,1413,72,78,75,37,53,291,385,251,94,53,24
E01003207,Lewisham 005A,2330,101,120,153,94,291,545,491,328,106,89,12
E01003209,Lewisham 005B,1897,99,105,108,165,238,380,423,265,71,32,11
E01003210,Lewisham 005C,1773,113,110,81,40,114,438,535,238,55,40,9
E01003211,Lewisham 008B,1556,82,78,65,45,101,474,396,232,45,31,7
E01003212,Lewisham 005D,2011,108,109,110,56,153,483,478,312,106,65,31
E01003213,Lewisham 008C,1963,135,103,130,107,128,467,521,252,73,36,11
E01003214,Lewisham 008D,1780,99,109,100,57,117,404,453,321,71,37,12
E01003215,Lewisham 005E,1893,67,87,83,207,380,456,312,203,56,34,8
E01003216,Lewisham 025A,1673,103,108,100,56,85,281,390,360,126,46,18
E01003217,Lewisham 022A,1930,136,144,124,138,173,214,382,428,93,68,30
E01003218,Lewisham 022B,1552,100,106,115,99,102,173,365,307,103,65,17
E01003219,Lewisham 025B,1722,104,107,117,88,96,197,352,391,113,129,28
E01003220,Lewisham 022C,1668,118,84,90,48,112,275,367,336,108,76,54
E01003221,Lewisham 025C,2160,181,163,125,87,124,349,492,369,152,83,35
E01003222,Lewisham 022D,1570,121,78,86,52,88,236,345,377,105,59,23
E01003223,Lewisham 025D,1659,71,69,104,80,101,248,286,396,154,98,52
E01003224,Lewisham 022E,1734,142,103,119,76,88,258,376,369,108,70,25
E01003225,Lewisham 015A,1598,130,136,105,49,61,182,484,277,92,61,21
E01003226,Lewisham 019A,1838,149,107,116,48,91,381,493,286,101,44,22
E01003227,Lewisham 019B,1639,114,107,101,53,72,268,470,267,98,66,23
E01003228,Lewisham 019C,1579,128,115,72,28,52,325,525,203,73,39,19
E01003229,Lewisham 019D,1687,118,102,112,62,70,350,403,287,101,62,20
E01003230,Lewisham 019E,1995,175,119,111,74,88,393,542,320,107,50,16
E01003231,Lewisham 015B,1552,102,82,93,50,89,383,379,243,71,46,14
E01003232,Lewisham 015C,1704,129,122,109,66,82,254,460,281,123,51,27
E01003233,Lewisham 015D,1837,124,107,112,134,112,321,441,306,94,68,18
E01003235,Lewisham 038A,1421,94,106,103,49,95,192,299,307,109,49,18
E01003236,Lewisham 037A,1685,89,120,162,83,92,213,420,327,111,51,17
E01003237,Lewisham 037B,1688,116,124,160,92,111,243,384,309,72,46,31
E01003238,Lewisham 037C,1477,80,117,181,84,77,197,328,287,70,43,13
E01003239,Lewisham 037D,1613,112,130,179,101,89,228,337,304,75,46,12
E01003240,Lewisham 038B,1996,82,165,208,144,102,226,505,355,120,59,30
E01003241,Lewisham 038C,1591,63,67,106,69,91,176,342,303,212,115,47
E01003243,Lewisham 038D,1508,95,89,136,73,87,232,333,297,87,57,22
E01003244,Lewisham 001A,1902,107,157,185,82,174,428,389,302,45,30,3
E01003245,Lewisham 001B,1990,92,138,200,238,155,372,363,330,69,24,9
E01003246,Lewisham 002A,2411,131,130,160,87,183,822,449,340,71,32,6
E01003247,Lewisham 001C,2103,93,71,63,50,250,693,489,268,81,35,10
E01003248,Lewisham 002B,1642,78,106,146,71,111,334,404,307,53,22,10
E01003249,Lewisham 001D,2057,105,78,125,110,149,491,467,385,96,37,14
E01003251,Lewisham 002C,1734,104,125,178,98,150,308,369,290,64,37,11
E01003252,Lewisham 002D,1578,99,133,153,90,129,228,310,305,77,40,14
E01003253,Lewisham 002E,1422,72,74,82,40,121,365,290,233,81,49,15
E01003254,Lewisham 021A,1436,74,108,115,41,43,192,364,266,136,76,21
E01003255,Lewisham 021B,1990,126,75,94,59,96,569,544,313,74,27,13
E01003256,Lewisham 028A,2132,153,128,183,71,90,427,520,353,130,44,33
E01003257,Lewisham 028B,1603,94,104,134,58,77,223,410,278,97,84,44
E01003258,Lewisham 028C,1547,85,125,139,80,123,267,321,284,94,23,6
E01003259,Lewisham 028D,1754,148,104,129,42,66,339,469,294,79,69,15
E01003260,Lewisham 021C,1663,110,115,119,75,50,276,416,310,103,67,22
E01003261,Lewisham 021D,1529,89,95,106,58,62,313,367,285,100,38,16
E01003262,Lewisham 021E,1525,84,91,113,45,77,374,382,247,62,36,14
E01003263,Lewisham 023A,1800,133,129,130,72,102,239,438,343,114,61,39
E01003264,Lewisham 031A,1645,100,91,89,52,73,266,349,370,114,79,62
E01003265,Lewisham 031B,1646,131,125,119,66,84,341,387,272,69,43,9
E01003266,Lewisham 031C,1717,98,102,138,81,95,221,371,376,138,70,27
E01003267,Lewisham 031D,1757,101,105,155,113,128,261,343,352,103,72,24
E01003268,Lewisham 023B,1853,127,125,145,82,84,315,474,288,125,58,30
E01003269,Lewisham 023C,1602,108,94,124,48,59,248,382,313,139,62,25
E01003270,Lewisham 023D,1645,90,89,94,64,103,285,368,331,130,65,26
E01003271,Lewisham 023E,1625,98,94,112,49,72,189,356,320,192,106,37
E01003272,Lewisham 014A,1995,123,111,107,48,180,485,483,291,82,65,20
E01003273,Lewisham 011A,1506,85,78,101,59,88,285,319,311,100,60,20
E01003274,Lewisham 014B,1590,101,100,106,47,78,324,419,271,85,44,15
E01003275,Lewisham 014C,1698,107,87,136,55,110,242,400,307,116,74,64
E01003276,Lewisham 014D,1906,142,134,171,84,100,290,470,344,98,59,14
E01003277,Lewisham 011B,1674,82,68,84,39,127,382,434,326,66,50,16
E01003278,Lewisham 011C,2085,114,114,125,77,176,472,499,370,71,47,20
E01003279,Lewisham 011D,1531,102,83,105,45,97,236,361,287,126,70,19
E01003280,Lewisham 016A,1646,131,113,146,82,86,229,370,298,108,56,27
E01003281,Lewisham 016B,1498,128,93,113,58,60,164,378,303,109,60,32
E01003282,Lewisham 013A,2414,136,111,116,83,133,580,657,386,118,75,19
E01003283,Lewisham 013B,2126,168,157,141,59,77,328,550,400,149,73,24
E01003284,Lewisham 013C,1877,133,136,125,61,84,331,525,297,99,60,26
E01003285,Lewisham 016C,1752,126,117,125,55,74,329,459,281,106,57,23
E01003286,Lewisham 013D,1735,106,121,132,93,63,234,400,350,109,85,42
E01003287,Lewisham 016D,1969,180,148,149,62,69,281,553,307,125,80,15
E01003288,Lewisham 041A,2156,137,97,126,77,115,397,516,410,144,85,52
E01003290,Lewisham 041E,1909,107,103,112,64,100,453,534,301,75,40,20
E01003291,Lewisham 041D,1544,91,99,123,65,74,248,370,326,82,42,24
E01003292,Lewisham 017A,1787,147,100,96,78,56,335,504,313,69,69,20
E01003293,Lewisham 017B,1568,122,93,93,38,74,337,427,270,64,36,14
E01003295,Lewisham 017D,1787,138,114,105,55,81,352,479,265,114,65,19
E01003297,Lewisham 003A,1704,125,110,66,21,114,467,463,247,32,38,21
E01003298,Lewisham 039A,1281,67,83,95,67,122,244,265,227,72,30,9
E01003299,Lewisham 003B,1790,105,59,98,78,227,431,387,292,59,37,17
E01003300,Lewisham 039B,1491,75,104,122,65,121,240,330,302,81,42,9
E01003301,Lewisham 003C,2631,110,156,146,143,312,684,600,355,90,31,4
E01003302,Lewisham 003D,1868,103,114,155,101,146,345,469,298,81,42,14
E01003303,Lewisham 039C,1720,94,59,105,91,215,424,342,241,89,42,18
E01003304,Lewisham 039D,2244,94,128,108,66,162,680,559,336,63,39,9
E01003305,Lewisham 003E,2294,165,187,188,126,246,468,468,318,89,24,15
E01003307,Lewisham 024A,1598,98,102,107,49,104,253,412,295,94,62,22
E01003308,Lewisham 024B,1789,118,124,114,76,80,315,470,318,105,46,23
E01003309,Lewisham 027A,1618,113,102,151,82,110,299,360,241,103,37,20
E01003310,Lewisham 027B,1591,85,72,94,50,88,455,367,270,70,30,10
E01003311,Lewisham 027C,1597,113,138,105,39,55,193,404,292,136,89,33
