LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr,analytical_high_high,fdr_high_high
E01000641,Brent 024C,Brent,older_adults,-0.23201112907784,Not significant,-0.0539432818160607,0.155,0.239480037140204,Not significant,FALSE,FALSE
E01000642,Brent 022D,Brent,older_adults,-1.39922871154711,Not significant,0.0290404837824352,0.4611,0.475679107253565,Not significant,FALSE,FALSE
E01000643,Brent 024D,Brent,older_adults,-0.47299700653882,Not significant,0.0926585631396428,0.1504,0.234477451592755,Not significant,FALSE,FALSE
E01000644,Brent 022E,Brent,older_adults,-0.725061008456705,Not significant,0.250848714786498,0.0854,0.157486811968969,Not significant,FALSE,FALSE
E01000645,Bromley 007A,Bromley,older_adults,2.97894312353602,High-high mismatch cluster,2.66291854747654,0.0004,0.00396190476190476,High-high mismatch cluster,TRUE,TRUE
E01000646,Bromley 016A,Bromley,older_adults,2.15093811627362,High-high mismatch cluster,1.06356597876818,0.0128,0.0419826544021025,High-high mismatch cluster,TRUE,TRUE
E01000647,Bromley 016B,Bromley,older_adults,0.747884789800883,Not significant,0.330068093114957,0.0808,0.151295423855964,Not significant,FALSE,FALSE
E01000648,Bromley 016C,Bromley,older_adults,1.60875789683774,High-high mismatch cluster,1.14892686424846,0.0008,0.00621088646967341,High-high mismatch cluster,TRUE,TRUE
E01000649,Bromley 007B,Bromley,older_adults,2.58880549043512,High-high mismatch cluster,2.29762839074677,0.0005,0.00454644808743169,High-high mismatch cluster,TRUE,TRUE
E01000650,Bromley 022A,Bromley,older_adults,3.7705610372137,High-high mismatch cluster,3.34602391837552,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000651,Bromley 020A,Bromley,older_adults,3.64568699790575,High-high mismatch cluster,2.08491742664008,0.0209,0.0590785956964892,Not significant,TRUE,FALSE
E01000652,Bromley 022B,Bromley,older_adults,2.85497814334731,High-high mismatch cluster,2.11597646129723,0.0022,0.0123675675675676,High-high mismatch cluster,TRUE,TRUE
E01000653,Bromley 016D,Bromley,older_adults,3.6575114932344,High-high mismatch cluster,2.76079461371412,0.0075,0.0290232558139535,High-high mismatch cluster,TRUE,TRUE
E01000654,Bromley 039A,Bromley,older_adults,2.64815637111083,High-high mismatch cluster,2.86655442586003,0.0003,0.00327702407002188,High-high mismatch cluster,TRUE,TRUE
E01000655,Bromley 039B,Bromley,older_adults,2.48107047951845,High-high mismatch cluster,2.5458122321093,0.0027,0.0142477801268499,High-high mismatch cluster,TRUE,TRUE
E01000656,Bromley 039C,Bromley,older_adults,3.70216474029979,High-high mismatch cluster,3.59823384339426,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000657,Bromley 039D,Bromley,older_adults,2.37147626267851,High-high mismatch cluster,3.22214999088191,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000658,Bromley 042A,Bromley,older_adults,5.47682041503203,High-high mismatch cluster,7.11094726497721,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000659,Bromley 039E,Bromley,older_adults,1.99675949283354,High-high mismatch cluster,2.17412466513431,0.0002,0.00256,High-high mismatch cluster,TRUE,TRUE
E01000661,Bromley 026A,Bromley,older_adults,0.799189940814617,High-high mismatch cluster,0.439147253080808,0.0096,0.0343781922525108,High-high mismatch cluster,TRUE,TRUE
E01000662,Bromley 026B,Bromley,older_adults,1.44620065223542,High-high mismatch cluster,1.18872798211099,0.0024,0.0131368421052632,High-high mismatch cluster,TRUE,TRUE
E01000663,Bromley 026C,Bromley,older_adults,2.76712985540942,High-high mismatch cluster,2.83200789080891,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000664,Bromley 026D,Bromley,older_adults,2.41425488298699,High-high mismatch cluster,2.56003123983088,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000665,Bromley 033A,Bromley,older_adults,2.3124424431181,High-high mismatch cluster,2.11472523877048,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000666,Bromley 033B,Bromley,older_adults,4.20397092981524,High-high mismatch cluster,3.81237800722899,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000667,Bromley 033C,Bromley,older_adults,3.14261729132299,High-high mismatch cluster,3.76168470946389,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000668,Bromley 020B,Bromley,older_adults,-0.110004305489835,Low-high spatial outlier,-0.056768355099961,0.0149,0.0466337304075235,Low-high spatial outlier,FALSE,FALSE
E01000669,Bromley 020C,Bromley,older_adults,-0.369566837307653,Low-high spatial outlier,-0.245616183862823,0.0167,0.0503724471299094,Not significant,FALSE,FALSE
E01000670,Bromley 018A,Bromley,older_adults,1.71703876510884,Not significant,0.69933842343673,0.0547,0.114780327868852,Not significant,FALSE,FALSE
E01000671,Bromley 020D,Bromley,older_adults,1.5691606059794,High-high mismatch cluster,0.797515432654186,0.0215,0.0601614349775785,Not significant,TRUE,FALSE
E01000672,Bromley 011A,Bromley,older_adults,2.14704267568966,Not significant,0.749227674984785,0.0802,0.150454114994363,Not significant,FALSE,FALSE
E01000673,Bromley 011B,Bromley,older_adults,1.49555398505448,Not significant,0.65022080117235,0.0323,0.0796648221343874,Not significant,FALSE,FALSE
E01000674,Bromley 008A,Bromley,older_adults,1.45362003556348,Not significant,0.0241345336550119,0.4659,0.479244343704925,Not significant,FALSE,FALSE
E01000676,Bromley 008B,Bromley,older_adults,-1.476919394188,Not significant,-0.0192454054453664,0.4745,0.485091951669056,Not significant,FALSE,FALSE
E01000677,Bromley 018C,Bromley,older_adults,-0.640058497793391,Not significant,-0.250015348097823,0.0291,0.0739273282442748,Not significant,FALSE,FALSE
E01000678,Bromley 016E,Bromley,older_adults,1.30849645084175,Not significant,0.172733355607761,0.2753,0.346869661786976,Not significant,FALSE,FALSE
E01000679,Bromley 020E,Bromley,older_adults,-0.275242992478532,Not significant,-0.104347184338511,0.0876,0.160241553682668,Not significant,FALSE,FALSE
E01000680,Bromley 037A,Bromley,older_adults,3.47596804670701,High-high mismatch cluster,4.693395724245,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000681,Bromley 035A,Bromley,older_adults,1.77541930947765,High-high mismatch cluster,1.4204596372701,0.0005,0.00454644808743169,High-high mismatch cluster,TRUE,TRUE
E01000682,Bromley 035B,Bromley,older_adults,3.25262413226737,High-high mismatch cluster,3.00521362336996,0.001,0.00715186246418338,High-high mismatch cluster,TRUE,TRUE
E01000683,Bromley 035C,Bromley,older_adults,1.73803096523103,High-high mismatch cluster,1.71868921489659,0.0007,0.0056819512195122,High-high mismatch cluster,TRUE,TRUE
E01000684,Bromley 035D,Bromley,older_adults,1.92126915327963,High-high mismatch cluster,1.77893439577246,0.0007,0.0056819512195122,High-high mismatch cluster,TRUE,TRUE
E01000685,Bromley 037B,Bromley,older_adults,1.35000900390133,High-high mismatch cluster,1.51479615477552,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000686,Bromley 037C,Bromley,older_adults,3.78682221983761,High-high mismatch cluster,3.9433042619382,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000687,Bromley 037D,Bromley,older_adults,3.0072518264611,High-high mismatch cluster,3.25926874244783,0.0002,0.00256,High-high mismatch cluster,TRUE,TRUE
E01000688,Bromley 037E,Bromley,older_adults,3.3349844139059,High-high mismatch cluster,3.73107641516543,0.0005,0.00454644808743169,High-high mismatch cluster,TRUE,TRUE
E01000689,Bromley 002A,Bromley,older_adults,2.39347617049978,High-high mismatch cluster,2.5791060429259,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000690,Bromley 002B,Bromley,older_adults,1.77918319504635,High-high mismatch cluster,1.09233951259662,0.0137,0.0440943907156673,High-high mismatch cluster,TRUE,TRUE
E01000691,Bromley 002C,Bromley,older_adults,1.50221205324161,Not significant,0.686911355136072,0.0519,0.110767336468576,Not significant,FALSE,FALSE
E01000692,Bromley 002D,Bromley,older_adults,0.57349885388349,High-high mismatch cluster,0.52033396798122,0.0023,0.0127573333333333,High-high mismatch cluster,TRUE,TRUE
E01000693,Bromley 010A,Bromley,older_adults,6.45250835304706,High-high mismatch cluster,6.78595921400828,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000694,Bromley 007C,Bromley,older_adults,2.64169111220512,High-high mismatch cluster,1.11243535104819,0.0273,0.0704297674418605,Not significant,TRUE,FALSE
E01000695,Bromley 007D,Bromley,older_adults,1.83677564396596,High-high mismatch cluster,1.13444145031526,0.0045,0.0204032697547684,High-high mismatch cluster,TRUE,TRUE
E01000696,Bromley 007E,Bromley,older_adults,3.84371740549121,High-high mismatch cluster,3.64611600216216,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000697,Bromley 007F,Bromley,older_adults,1.2668470440424,High-high mismatch cluster,1.29741177573476,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000698,Bromley 010B,Bromley,older_adults,3.77554884382121,High-high mismatch cluster,3.81730680540261,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000699,Bromley 015A,Bromley,older_adults,-1.22152085495019,Not significant,-0.089147234510317,0.3898,0.432130046635576,Not significant,FALSE,FALSE
E01000700,Bromley 013A,Bromley,older_adults,1.00073584554272,Not significant,0.0797802307045602,0.3727,0.419638593327322,Not significant,FALSE,FALSE
E01000701,Bromley 015B,Bromley,older_adults,0.016004713180954,Not significant,0.00252115504280949,0.2506,0.325864860640792,Not significant,FALSE,FALSE
E01000702,Bromley 013B,Bromley,older_adults,0.999294519579397,Not significant,0.0346803095116455,0.4365,0.460580849714648,Not significant,FALSE,FALSE
E01000703,Bromley 013C,Bromley,older_adults,-0.308734006539187,Not significant,-0.0884634339930844,0.1102,0.18846125385406,Not significant,FALSE,FALSE
E01000704,Bromley 015C,Bromley,older_adults,0.970030995555348,Not significant,0.0162947709714093,0.4625,0.476827757125155,Not significant,FALSE,FALSE
E01000705,Bromley 015D,Bromley,older_adults,0.71941467896179,Not significant,0.0483125607648908,0.3855,0.429269685478474,Not significant,FALSE,FALSE
E01000706,Bromley 013D,Bromley,older_adults,1.42028447930605,Not significant,0.234905294302459,0.2522,0.327093374902572,Not significant,FALSE,FALSE
E01000707,Bromley 041A,Bromley,older_adults,-1.46970411439973,Not significant,-0.342515463267497,0.223,0.303323428571429,Not significant,FALSE,FALSE
E01000708,Bromley 041B,Bromley,older_adults,0.645537041222311,Not significant,0.143144224666793,0.1845,0.269226541946799,Not significant,FALSE,FALSE
E01000709,Bromley 006A,Bromley,older_adults,2.87338546648025,Not significant,0.698321471046439,0.2072,0.288922458100559,Not significant,FALSE,FALSE
E01000710,Bromley 006B,Bromley,older_adults,1.42684227596922,High-high mismatch cluster,0.732958621517854,0.016,0.048851376146789,High-high mismatch cluster,TRUE,TRUE
E01000711,Bromley 006C,Bromley,older_adults,2.11594918356555,High-high mismatch cluster,1.23486367573922,0.0191,0.0554344186046512,Not significant,TRUE,FALSE
E01000712,Bromley 012A,Bromley,older_adults,2.78322426956231,Not significant,1.19738103794512,0.0428,0.0968090620752152,Not significant,FALSE,FALSE
E01000713,Bromley 012B,Bromley,older_adults,2.07208784120185,High-high mismatch cluster,1.3987720427043,0.0021,0.0119808,High-high mismatch cluster,TRUE,TRUE
E01000714,Bromley 006D,Bromley,older_adults,-0.735735023283703,Low-high spatial outlier,-0.65206838318855,0.0001,0.00164752475247525,Low-high spatial outlier,FALSE,FALSE
E01000715,Bromley 012C,Bromley,older_adults,1.65623218600989,High-high mismatch cluster,1.55369496892833,0.0005,0.00454644808743169,High-high mismatch cluster,TRUE,TRUE
E01000716,Bromley 011C,Bromley,older_adults,3.65607224951606,High-high mismatch cluster,3.91236289683748,0.0006,0.00507661016949152,High-high mismatch cluster,TRUE,TRUE
E01000717,Bromley 011D,Bromley,older_adults,2.93126878925783,High-high mismatch cluster,2.74872313865838,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000718,Bromley 006E,Bromley,older_adults,0.94932896351724,Not significant,0.186702624528929,0.262,0.33553206772704,Not significant,FALSE,FALSE
E01000719,Bromley 019A,Bromley,older_adults,0.640085299771691,Not significant,0.224645627897181,0.0773,0.146778851274249,Not significant,FALSE,FALSE
E01000720,Bromley 019B,Bromley,older_adults,1.2516496904379,High-high mismatch cluster,0.998059280651697,0.0003,0.00327702407002188,High-high mismatch cluster,TRUE,TRUE
E01000721,Bromley 019C,Bromley,older_adults,-0.0577191732771903,Not significant,-0.01181821449276,0.2489,0.324245511482255,Not significant,FALSE,FALSE
E01000722,Bromley 023A,Bromley,older_adults,-0.277918560911181,Not significant,-0.0532961913375752,0.2007,0.283181006218202,Not significant,FALSE,FALSE
E01000723,Bromley 029A,Bromley,older_adults,4.92657772827969,High-high mismatch cluster,3.83792856330373,0.0017,0.0102740920096852,High-high mismatch cluster,TRUE,TRUE
E01000724,Bromley 019D,Bromley,older_adults,0.575214957591893,Not significant,0.0931391848667779,0.2739,0.345716510745891,Not significant,FALSE,FALSE
E01000725,Bromley 023B,Bromley,older_adults,-0.275318540520892,Low-high spatial outlier,-0.144075433640787,0.0073,0.0285816470588235,Low-high spatial outlier,FALSE,FALSE
E01000726,Bromley 029B,Bromley,older_adults,1.56102281479479,High-high mismatch cluster,0.978085016408189,0.0121,0.0405390604026846,High-high mismatch cluster,TRUE,TRUE
E01000727,Bromley 028A,Bromley,older_adults,1.9939053395117,High-high mismatch cluster,1.15243491708545,0.0122,0.0406558077436582,High-high mismatch cluster,TRUE,TRUE
E01000728,Bromley 019E,Bromley,older_adults,2.7963510998808,High-high mismatch cluster,1.42829361742005,0.0153,0.0475576587795766,High-high mismatch cluster,TRUE,TRUE
E01000729,Bromley 014A,Bromley,older_adults,-0.372285589888604,Not significant,-0.165727788652729,0.0749,0.143421864211738,Not significant,FALSE,FALSE
E01000730,Bromley 014B,Bromley,older_adults,0.794386669962172,High-high mismatch cluster,0.372897280999957,0.0175,0.0520309708159619,Not significant,TRUE,FALSE
E01000731,Bromley 023C,Bromley,older_adults,2.12399782717133,High-high mismatch cluster,1.44421246464054,0.0164,0.0496174545454546,High-high mismatch cluster,TRUE,TRUE
E01000732,Bromley 023D,Bromley,older_adults,2.24371239959548,High-high mismatch cluster,1.84394369640505,0.0019,0.0111063231850117,High-high mismatch cluster,TRUE,TRUE
E01000733,Bromley 023E,Bromley,older_adults,0.563024676012624,Not significant,0.260227647451133,0.0478,0.104656842105263,Not significant,FALSE,FALSE
E01000734,Bromley 028B,Bromley,older_adults,1.39244529945704,High-high mismatch cluster,0.850022227229089,0.0024,0.0131368421052632,High-high mismatch cluster,TRUE,TRUE
E01000735,Bromley 014C,Bromley,older_adults,1.44724782192824,High-high mismatch cluster,1.17829631091584,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000736,Bromley 010C,Bromley,older_adults,1.17307449108544,High-high mismatch cluster,1.47961451555551,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000737,Bromley 010D,Bromley,older_adults,2.01010131150444,Not significant,0.860066368047713,0.0471,0.103669841269841,Not significant,FALSE,FALSE
E01000738,Bromley 014D,Bromley,older_adults,1.21272841041239,Not significant,0.406029482780095,0.0938,0.167951793400287,Not significant,FALSE,FALSE
E01000739,Bromley 014E,Bromley,older_adults,0.147061697464096,Not significant,0.0491046146957808,0.1381,0.22103084321898,Not significant,FALSE,FALSE
E01000741,Bromley 005B,Bromley,older_adults,-1.10351336094494,Not significant,0.182074275588729,0.2995,0.366177810433505,Not significant,FALSE,FALSE
E01000742,Bromley 005C,Bromley,older_adults,0.236851831094321,Not significant,-0.0529822421039815,0.1786,0.263622471910112,Not significant,FALSE,FALSE
E01000743,Bromley 009A,Bromley,older_adults,-0.262230235969728,Not significant,0.03078477297443,0.304,0.369148139138896,Not significant,FALSE,FALSE
E01000744,Bromley 009B,Bromley,older_adults,-0.0961465663933142,Not significant,-0.016031555347659,0.2403,0.317853100158982,Not significant,FALSE,FALSE
E01000745,Bromley 005D,Bromley,older_adults,0.3093371228225,Not significant,0.0250371210766373,0.3399,0.395335694315005,Not significant,FALSE,FALSE
E01000746,Bromley 005E,Bromley,older_adults,-0.363486444696716,Not significant,0.0751695534564294,0.2086,0.29014522151017,Not significant,FALSE,FALSE
E01000747,Bromley 042B,Bromley,older_adults,2.52812673244064,High-high mismatch cluster,2.93076723677557,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000748,Bromley 042C,Bromley,older_adults,5.43643700845804,High-high mismatch cluster,7.75763432401298,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000749,Bromley 036A,Bromley,older_adults,4.29995401658564,High-high mismatch cluster,5.34728004031629,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000750,Bromley 036B,Bromley,older_adults,2.45976089369405,High-high mismatch cluster,2.94412519689268,0.0002,0.00256,High-high mismatch cluster,TRUE,TRUE
E01000751,Bromley 036C,Bromley,older_adults,2.68064581335561,High-high mismatch cluster,3.26815151155332,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000752,Bromley 036D,Bromley,older_adults,2.72060698743034,High-high mismatch cluster,3.13570438361024,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000753,Bromley 031A,Bromley,older_adults,4.06647225749226,High-high mismatch cluster,4.79739445037726,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000754,Bromley 031B,Bromley,older_adults,2.23093621936019,High-high mismatch cluster,1.92903413964292,0.0011,0.00764791086350975,High-high mismatch cluster,TRUE,TRUE
E01000755,Bromley 031C,Bromley,older_adults,3.32286323353419,High-high mismatch cluster,3.78595294172903,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000756,Bromley 033D,Bromley,older_adults,3.78441654149616,High-high mismatch cluster,4.16204148927079,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000757,Bromley 031D,Bromley,older_adults,3.79601019646536,High-high mismatch cluster,4.50470566845314,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000758,Bromley 031E,Bromley,older_adults,2.94969904672482,High-high mismatch cluster,2.45323648440376,0.0009,0.00668571428571429,High-high mismatch cluster,TRUE,TRUE
E01000759,Bromley 034A,Bromley,older_adults,2.51995528243552,High-high mismatch cluster,2.07803149190068,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000760,Bromley 034B,Bromley,older_adults,2.11061417657625,High-high mismatch cluster,2.70179700734039,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000761,Bromley 034C,Bromley,older_adults,2.06220012815019,High-high mismatch cluster,1.79671139855668,0.0034,0.0166890855457227,High-high mismatch cluster,TRUE,TRUE
E01000762,Bromley 018D,Bromley,older_adults,2.89508488637575,High-high mismatch cluster,2.3489486558891,0.0025,0.0135211267605634,High-high mismatch cluster,TRUE,TRUE
E01000763,Bromley 027A,Bromley,older_adults,2.73799427957509,High-high mismatch cluster,1.36645377588353,0.011,0.0378964803312629,High-high mismatch cluster,TRUE,TRUE
E01000764,Bromley 027B,Bromley,older_adults,1.99406236718995,High-high mismatch cluster,1.82842436559917,0.0011,0.00764791086350975,High-high mismatch cluster,TRUE,TRUE
E01000765,Bromley 034D,Bromley,older_adults,1.56878543474273,High-high mismatch cluster,1.28534435423391,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000766,Bromley 027C,Bromley,older_adults,2.14532442103009,High-high mismatch cluster,1.6352207457439,0.0004,0.00396190476190476,High-high mismatch cluster,TRUE,TRUE
E01000767,Bromley 027D,Bromley,older_adults,-0.0320328027941117,Low-high spatial outlier,-0.02612330296085,0.0145,0.0457547408343869,Low-high spatial outlier,FALSE,FALSE
E01000768,Bromley 034E,Bromley,older_adults,3.25191612652158,High-high mismatch cluster,2.67775418704334,0.0015,0.00934831460674157,High-high mismatch cluster,TRUE,TRUE
E01000769,Bromley 024A,Bromley,older_adults,1.84719941274898,High-high mismatch cluster,1.78918012141724,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000770,Bromley 012D,Bromley,older_adults,3.94040192332592,High-high mismatch cluster,3.18584092961719,0.0007,0.0056819512195122,High-high mismatch cluster,TRUE,TRUE
E01000771,Bromley 041C,Bromley,older_adults,1.19054199569026,Not significant,0.333235288524735,0.1144,0.193260507614213,Not significant,FALSE,FALSE
E01000772,Bromley 012E,Bromley,older_adults,4.94565757209203,High-high mismatch cluster,4.31095122668709,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000773,Bromley 024B,Bromley,older_adults,2.9128194847975,High-high mismatch cluster,1.96316507050163,0.0081,0.0305401812688822,High-high mismatch cluster,TRUE,TRUE
E01000774,Bromley 041D,Bromley,older_adults,0.334931365222252,High-high mismatch cluster,0.196666082960856,0.0112,0.0383736444749485,High-high mismatch cluster,TRUE,TRUE
E01000775,Bromley 024C,Bromley,older_adults,2.10853260635556,High-high mismatch cluster,2.06352511957022,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000777,Bromley 024D,Bromley,older_adults,1.5643901760434,High-high mismatch cluster,1.07603334542839,0.0072,0.0282788355625492,High-high mismatch cluster,TRUE,TRUE
E01000778,Bromley 024E,Bromley,older_adults,2.12556187756021,High-high mismatch cluster,1.28963348385376,0.0097,0.03466170365068,High-high mismatch cluster,TRUE,TRUE
E01000779,Bromley 001A,Bromley,older_adults,2.02881973567019,Not significant,0.71004671241762,0.0336,0.0815020408163265,Not significant,FALSE,FALSE
E01000780,Bromley 001B,Bromley,older_adults,1.33758906068337,Not significant,0.348435866528633,0.174,0.259518374663878,Not significant,FALSE,FALSE
E01000781,Bromley 001C,Bromley,older_adults,-0.203807028110019,Not significant,-0.0212843087589411,0.3284,0.387401842664777,Not significant,FALSE,FALSE
E01000782,Bromley 001D,Bromley,older_adults,-0.53680630998929,Not significant,-0.161400344130661,0.0786,0.148232414053646,Not significant,FALSE,FALSE
E01000783,Bromley 001E,Bromley,older_adults,-0.247998361938025,Not significant,0.0199712018736499,0.3965,0.436827501101807,Not significant,FALSE,FALSE
E01000784,Bromley 002E,Bromley,older_adults,0.120132483208163,Not significant,0.0346471176605372,0.0911,0.164474213381555,Not significant,FALSE,FALSE
E01000785,Bromley 001F,Bromley,older_adults,-0.245663993227766,Not significant,-0.044890503843359,0.2697,0.342145463786531,Not significant,FALSE,FALSE
E01000786,Bromley 032A,Bromley,older_adults,5.02499256525038,High-high mismatch cluster,4.61466445134149,0.0002,0.00256,High-high mismatch cluster,TRUE,TRUE
E01000787,Bromley 029C,Bromley,older_adults,2.02042507968418,High-high mismatch cluster,1.314278603369,0.0107,0.0370418862690707,High-high mismatch cluster,TRUE,TRUE
E01000788,Bromley 029D,Bromley,older_adults,0.779420487379762,High-high mismatch cluster,0.46956830555939,0.0096,0.0343781922525108,High-high mismatch cluster,TRUE,TRUE
E01000789,Bromley 032B,Bromley,older_adults,-0.660591020567712,Low-high spatial outlier,-0.836674149460339,0.0001,0.00164752475247525,Low-high spatial outlier,FALSE,FALSE
E01000790,Bromley 028C,Bromley,older_adults,-0.314309068938621,Low-high spatial outlier,-0.274847812441927,0.0001,0.00164752475247525,Low-high spatial outlier,FALSE,FALSE
E01000791,Bromley 029E,Bromley,older_adults,3.27010690867727,High-high mismatch cluster,2.19664417065299,0.0015,0.00934831460674157,High-high mismatch cluster,TRUE,TRUE
E01000792,Bromley 032C,Bromley,older_adults,1.89940587002781,High-high mismatch cluster,1.7823397763719,0.0051,0.0224706090026478,High-high mismatch cluster,TRUE,TRUE
E01000793,Bromley 032D,Bromley,older_adults,3.79078538616125,High-high mismatch cluster,3.09894101401566,0.0014,0.00886903553299493,High-high mismatch cluster,TRUE,TRUE
E01000794,Bromley 035E,Bromley,older_adults,2.67322817338637,High-high mismatch cluster,1.70769302252454,0.0031,0.0157268292682927,High-high mismatch cluster,TRUE,TRUE
E01000795,Bromley 032E,Bromley,older_adults,1.86629566069067,High-high mismatch cluster,2.20898654966492,0.0002,0.00256,High-high mismatch cluster,TRUE,TRUE
E01000796,Bromley 009C,Bromley,older_adults,-0.911135476226826,Not significant,0.329018390194345,0.1562,0.240886746987952,Not significant,FALSE,FALSE
E01000797,Bromley 013E,Bromley,older_adults,1.56713434834293,Not significant,0.659165614500855,0.0318,0.0786648166501487,Not significant,FALSE,FALSE
E01000798,Bromley 009D,Bromley,older_adults,-0.692271545737343,Not significant,0.248556409205133,0.0928,0.166699388269162,Not significant,FALSE,FALSE
E01000799,Bromley 004A,Bromley,older_adults,-1.25434432232646,Not significant,-0.188000674702675,0.2475,0.323011764705882,Not significant,FALSE,FALSE
E01000800,Bromley 009E,Bromley,older_adults,-1.10200942672331,Not significant,0.218465753581184,0.2185,0.299574842076353,Not significant,FALSE,FALSE
E01000801,Bromley 015E,Bromley,older_adults,-0.450674307414994,Not significant,0.0838785320647828,0.2162,0.29756559139785,Not significant,FALSE,FALSE
E01000802,Bromley 004B,Bromley,older_adults,0.440282351264298,Not significant,0.0140999241303259,0.4321,0.458068209811,Not significant,FALSE,FALSE
E01000803,Bromley 004C,Bromley,older_adults,1.61791215478852,Not significant,0.417117494578027,0.1488,0.232928692380056,Not significant,FALSE,FALSE
E01000804,Bromley 004D,Bromley,older_adults,2.13683308951107,Not significant,0.411438722596994,0.186,0.270861143523921,Not significant,FALSE,FALSE
E01000805,Bromley 004E,Bromley,older_adults,0.389035113824957,Not significant,0.0515804761222665,0.3051,0.370033819241983,Not significant,FALSE,FALSE
E01000806,Bromley 009F,Bromley,older_adults,-1.1356970041129,Not significant,0.135869234390668,0.3003,0.366502809675055,Not significant,FALSE,FALSE
E01000807,Bromley 022C,Bromley,older_adults,0.971366205251468,High-high mismatch cluster,1.0561957230569,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000808,Bromley 025A,Bromley,older_adults,2.89347736061999,High-high mismatch cluster,2.368587475448,0.0013,0.00842805194805195,High-high mismatch cluster,TRUE,TRUE
E01000809,Bromley 022D,Bromley,older_adults,3.90171197461361,High-high mismatch cluster,3.27365623537682,0.0013,0.00842805194805195,High-high mismatch cluster,TRUE,TRUE
E01000810,Bromley 025B,Bromley,older_adults,2.81955426485031,High-high mismatch cluster,2.27676008341349,0.0025,0.0135211267605634,High-high mismatch cluster,TRUE,TRUE
E01000811,Bromley 025C,Bromley,older_adults,1.16744459913781,High-high mismatch cluster,1.04366123298332,0.0064,0.0264258064516129,High-high mismatch cluster,TRUE,TRUE
E01000812,Bromley 028D,Bromley,older_adults,1.34653444932031,High-high mismatch cluster,0.865232500652955,0.01,0.0354042553191489,High-high mismatch cluster,TRUE,TRUE
E01000813,Bromley 025D,Bromley,older_adults,2.4024998089216,High-high mismatch cluster,2.43525329876873,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000814,Bromley 028E,Bromley,older_adults,3.3636969252523,High-high mismatch cluster,2.1232668200711,0.0095,0.0342658959537572,High-high mismatch cluster,TRUE,TRUE
E01000815,Bromley 025E,Bromley,older_adults,3.28864283480983,High-high mismatch cluster,3.04154007234439,0.0001,0.00164752475247525,High-high mismatch cluster,TRUE,TRUE
E01000816,Bromley 040A,Bromley,older_adults,1.85529314294677,Not significant,0.0256619128175509,0.4705,0.482392609320468,Not significant,FALSE,FALSE
