LSOA21CD,LSOA21NM,borough_name,london_ring,IMD_Decile,older_adults_pct,children_pct,family_walk_index,family_transit_index,working_walk_index,working_transit_index,older_walk_index,older_transit_index,children_walk_index,children_transit_index,children_pt15_index,caregiving_pt15_index,older_pt15_index
E01000070,Barking and Dagenham 011D,Barking and Dagenham,Outer London,5,11.96333815726,22.575976845152,54.6666666666667,76.1333333333333,44.1333333333333,66.9,40.9333333333333,68.6,54.6666666666667,76.1333333333333,56.2666666666667,47.1333333333333,42.9333333333333
E01000071,Barking and Dagenham 011E,Barking and Dagenham,Outer London,5,9.75797157126393,23.5113330772186,30.1333333333333,58.2666666666667,30.8666666666667,52.9333333333333,34.7333333333333,59.6333333333333,30.1333333333333,58.2666666666667,30.1333333333333,30.8666666666667,34.7333333333333
E01000072,Barking and Dagenham 017E,Barking and Dagenham,Outer London,2,8.19366852886406,27.3743016759777,27.2,58.5333333333333,24.3333333333333,49.7333333333333,33.1333333333333,59.8,27.2,58.5333333333333,27.2,24.3333333333333,33.1333333333333
E01000073,Barking and Dagenham 012B,Barking and Dagenham,Outer London,2,10.5092091007584,26.3813651137595,47.4666666666667,69.7333333333333,33.2,57.8666666666667,28.2666666666667,58.9,47.4666666666667,69.7333333333333,47.4666666666667,33.2,28.2666666666667
E01000074,Barking and Dagenham 012C,Barking and Dagenham,Outer London,2,8.98237635019898,27.003979533826,27.8666666666667,60.2,22.2666666666667,53.4666666666667,20.2666666666667,55.3,27.8666666666667,60.2,27.8666666666667,22.2666666666667,20.2666666666667
E01000075,Barking and Dagenham 012D,Barking and Dagenham,Outer London,2,10.7108549471662,25.7444764649376,38.2666666666667,66.8,37.7333333333333,65.1666666666667,36.4,64.9666666666667,38.2666666666667,66.8,38.2666666666667,37.7333333333333,36.4
E01000076,Barking and Dagenham 012E,Barking and Dagenham,Outer London,2,8.65740740740741,24.6296296296296,19.2,55.2,19.4,52.2,15.4,52.2,19.2,55.2,19.2,19.4,15.4
E01000077,Barking and Dagenham 008F,Barking and Dagenham,Outer London,2,8.76887340301975,24.7967479674797,39.3333333333333,62.5333333333333,29.3333333333333,55.4333333333333,20.1333333333333,49.7,39.3333333333333,62.5333333333333,39.3333333333333,29.3333333333333,20.1333333333333
E01000078,Barking and Dagenham 007B,Barking and Dagenham,Outer London,2,7.65171503957784,28.6543535620053,31.8666666666667,62.9333333333333,26.7333333333333,58.0333333333333,16.6,53.4666666666667,31.8666666666667,62.9333333333333,32.9333333333333,28.7333333333333,17.9333333333333
E01000079,Barking and Dagenham 009E,Barking and Dagenham,Outer London,2,11.2274578243165,25.1890634089587,32,59,28.6,60.4,16.7333333333333,51.1666666666667,32,59,33.2,30.4,18.8666666666667
E01000080,Barking and Dagenham 007C,Barking and Dagenham,Outer London,3,6.75295441755768,24.8733821046708,18,45.3333333333333,16.9333333333333,42.7666666666667,16.2666666666667,40.7,18,45.3333333333333,18,16.9333333333333,16.2666666666667
E01000081,Barking and Dagenham 007D,Barking and Dagenham,Outer London,3,8.36713995943205,23.7322515212982,30.9333333333333,56.6,23.6,50.2333333333333,19.0666666666667,49.0333333333333,30.9333333333333,56.6,30.9333333333333,23.6,19.0666666666667
E01000082,Barking and Dagenham 007E,Barking and Dagenham,Outer London,3,8.97703549060543,24.5302713987474,26.8,59.1333333333333,22.8666666666667,51.8,21.4,54.4,26.8,59.1333333333333,26.8,22.8666666666667,21.4
E01000083,Barking and Dagenham 007F,Barking and Dagenham,Outer London,2,8.80667014069828,27.9833246482543,16.6666666666667,51.6,17,49.1,10.3333333333333,45.1333333333333,16.6666666666667,51.6,16.6666666666667,17,10.3333333333333
E01000084,Barking and Dagenham 013D,Barking and Dagenham,Outer London,2,10.2777777777778,24.7222222222222,60.6666666666667,79.9333333333333,61,79.9,65.4666666666667,82.2333333333333,60.6666666666667,79.9333333333333,60.6666666666667,61,65.4666666666667
E01000085,Barking and Dagenham 013E,Barking and Dagenham,Outer London,2,10.5103280680437,24.5443499392467,48.5333333333334,74.2666666666667,45.0666666666667,72.5333333333333,47.4,73.7,48.5333333333334,74.2666666666667,48.5333333333334,45.0666666666667,47.4
E01000086,Barking and Dagenham 013F,Barking and Dagenham,Outer London,2,10.6896551724138,24.6896551724138,61.7333333333333,80.2,48.8666666666667,73.4333333333333,48.5333333333333,73.4333333333334,61.7333333333333,80.2,61.7333333333333,48.8666666666667,48.5333333333333
E01000087,Barking and Dagenham 020B,Barking and Dagenham,Outer London,2,8.49633251833741,25.2444987775061,49.0666666666667,72.5333333333333,40.4,65.5333333333333,38,66.3333333333333,49.0666666666667,72.5333333333333,49.0666666666667,40.4,38
E01000088,Barking and Dagenham 020C,Barking and Dagenham,Outer London,3,11.746835443038,27.2911392405063,55.6,75.6666666666667,41.5333333333333,64.5,48.7333333333333,71.4333333333333,55.6,75.6666666666667,55.6,41.5333333333333,48.7333333333333
E01000089,Barking and Dagenham 020D,Barking and Dagenham,Outer London,3,8.32420591456736,29.9014238773275,38,62.9333333333333,32.6,53.1,34.7333333333333,57.8,38,62.9333333333333,38,32.6,34.7333333333333
E01000090,Barking and Dagenham 020E,Barking and Dagenham,Outer London,3,8.68035190615836,28.2697947214076,7.33333333333334,8.66666666666667,13.2,15.6,10.2666666666667,12.1333333333333,7.33333333333334,8.66666666666667,7.33333333333334,13.2,10.2666666666667
E01000091,Barking and Dagenham 022A,Barking and Dagenham,Outer London,2,6.2649450023912,29.507412721186,48.9333333333333,70.3333333333333,41.1333333333333,59.6333333333333,31.2666666666667,60.0666666666667,48.9333333333333,70.3333333333333,49.6,41.9333333333333,32.7333333333333
E01000093,Barking and Dagenham 022B,Barking and Dagenham,Outer London,1,6.52654867256637,26.603982300885,47.0666666666667,67,38.2666666666667,56,32.9333333333333,56.3,47.0666666666667,67,47.0666666666667,38.2666666666667,32.9333333333333
E01000094,Barking and Dagenham 022C,Barking and Dagenham,Outer London,3,2.31613165379927,31.0036570499797,31.6,58.0666666666667,29.4,51.0333333333333,22.4,49.3,31.6,58.0666666666667,31.6,29.4,22.4
E01000095,Barking and Dagenham 018E,Barking and Dagenham,Outer London,3,5.86666666666667,32.8888888888889,4.66666666666667,15.8,8.4,18.0666666666667,6.53333333333333,15.3,4.66666666666667,15.8,4.66666666666667,8.4,6.53333333333333
E01000096,Barking and Dagenham 022D,Barking and Dagenham,Outer London,2,5.23780854906683,33.2931968693558,9.6,36.8,15.7333333333333,37.9333333333333,12,38.7666666666667,9.6,36.8,9.6,15.7333333333333,12
E01000097,Barking and Dagenham 023C,Barking and Dagenham,Outer London,2,11.1111111111111,25.0645994832041,46.1333333333333,72.3333333333333,39.7333333333333,66,38.9333333333333,69.2333333333334,46.1333333333333,72.3333333333333,49.2,44.1333333333333,44.6666666666667
E01000098,Barking and Dagenham 023D,Barking and Dagenham,Outer London,2,8.63049095607235,27.6485788113695,39.7333333333333,68.7333333333334,34.1333333333333,61.9333333333333,34.2666666666667,66.3333333333333,39.7333333333333,68.7333333333334,42.8,38.5333333333333,40
E01000099,Barking and Dagenham 023E,Barking and Dagenham,Outer London,3,5.90352771778258,27.1418286537077,26.8,58.4666666666667,22.2666666666667,48.8333333333333,26.2666666666667,55.8333333333333,26.8,58.4666666666667,26.8,22.2666666666667,26.2666666666667
E01000100,Barking and Dagenham 004B,Barking and Dagenham,Outer London,3,8.33762223365929,27.3803396809058,38.5333333333333,65.2666666666667,28.4,53.2,24.9333333333333,56.9666666666667,38.5333333333333,65.2666666666667,38.5333333333333,28.4,24.9333333333333
E01000101,Barking and Dagenham 004C,Barking and Dagenham,Outer London,2,10.4521432765708,23.6641221374046,36.4,65.8,38.9333333333333,63.2,38.9333333333333,66.2,36.4,65.8,36.4,38.9333333333333,38.9333333333333
E01000102,Barking and Dagenham 007G,Barking and Dagenham,Outer London,2,9.59057767807067,27.369601794728,39.7333333333333,62.4666666666667,27.2666666666667,49.5333333333333,26.2,51.3333333333333,39.7333333333333,62.4666666666667,39.7333333333333,27.2666666666667,26.2
E01000103,Barking and Dagenham 014A,Barking and Dagenham,Outer London,3,7.92580101180438,25.6323777403035,38,66.8,22.6,55.3666666666667,20.2,57.4,38,66.8,38.9333333333333,23.2666666666667,21.8
E01000104,Barking and Dagenham 014B,Barking and Dagenham,Outer London,2,7.66423357664234,27.4244004171011,34.2666666666667,69.2,39.5333333333333,71.0333333333333,37.7333333333333,71.8,34.2666666666667,69.2,38.4,42.0666666666667,43.6
E01000105,Barking and Dagenham 014C,Barking and Dagenham,Outer London,1,9.76027397260274,25.2568493150685,51.8666666666667,76.3333333333334,47.4666666666667,74.7666666666667,52.6,76.8333333333333,51.8666666666667,76.3333333333334,52.6666666666667,49.5333333333333,53.6666666666667
E01000106,Barking and Dagenham 014D,Barking and Dagenham,Outer London,2,9.46986859990938,28.5002265518804,43.0666666666667,73.3333333333334,44.8,74.4,60.4666666666667,81.3333333333333,43.0666666666667,73.3333333333334,46.6666666666667,48.8,62.6666666666667
E01000107,Barking and Dagenham 010C,Barking and Dagenham,Outer London,3,15.5095184770437,23.2922732362822,28.6666666666667,44.3333333333333,13.9333333333333,24.4666666666667,15,28,28.6666666666667,44.3333333333333,28.6666666666667,13.9333333333333,15
E01000108,Barking and Dagenham 010D,Barking and Dagenham,Outer London,3,10.5538140020899,25.2873563218391,26.9333333333333,65.6,39.3333333333333,71.5,34.5333333333333,70.8,26.9333333333333,65.6,31.2,43,41.6
E01000110,Barking and Dagenham 002C,Barking and Dagenham,Outer London,5,11.1888111888112,22.1233312142403,30.2666666666667,65.0666666666667,32.6,59.1333333333333,34.8666666666667,65.1,30.2666666666667,65.0666666666667,37.0666666666667,38.6666666666667,39.8666666666667
E01000111,Barking and Dagenham 002D,Barking and Dagenham,Outer London,3,11.2552107457156,25.0578971746179,18.4,52.2666666666667,19.2666666666667,47.0666666666667,21.8,52.9333333333333,18.4,52.2666666666667,18.4,19.2666666666667,21.8
E01000112,Barking and Dagenham 002E,Barking and Dagenham,Outer London,4,8.61632032437912,23.6188545362392,46.6666666666667,68.6666666666667,43.6666666666667,61.3,47.7333333333334,68.1333333333333,46.6666666666667,68.6666666666667,46.6666666666667,43.6666666666667,47.7333333333334
E01000113,Barking and Dagenham 002F,Barking and Dagenham,Outer London,4,8.82205513784461,23.7092731829574,27.4666666666667,59.4666666666667,35.4,57.7666666666667,35.5333333333333,62.5333333333333,27.4666666666667,59.4666666666667,27.4666666666667,35.4,35.5333333333333
E01000114,Barking and Dagenham 004E,Barking and Dagenham,Outer London,4,8.09582817017761,29.6158612143742,46,67.6666666666667,45.8,64.8333333333333,52.2666666666667,70.3666666666667,46,67.6666666666667,46,45.8,52.2666666666667
E01000115,Barnet 009A,Barnet,Outer London,9,22.4694903086863,16.0086145010768,26.6666666666667,61.2,22.1333333333333,56.7666666666667,18,56.2333333333333,26.6666666666667,61.2,26.6666666666667,22.1333333333333,18
E01000116,Barnet 009B,Barnet,Outer London,9,18.0205949656751,22.1395881006865,36,60.7333333333333,25.3333333333333,53.6333333333333,21.6,49,36,60.7333333333333,36,25.3333333333333,21.6
E01000117,Barnet 010A,Barnet,Outer London,8,20.7732256203116,19.33064050779,23.3333333333333,47.5333333333333,18.6,40.8333333333333,9.26666666666667,31.2333333333333,23.3333333333333,47.5333333333333,23.3333333333333,18.6,9.26666666666667
E01000118,Barnet 010B,Barnet,Outer London,8,16,19.8536585365854,28,58.0666666666667,25.4666666666667,55.6666666666667,19.6,50.2333333333333,28,58.0666666666667,28,25.4666666666667,19.6
E01000119,Barnet 009C,Barnet,Outer London,7,19.0317195325543,18.3639398998331,26.5333333333333,50.4,22.8,52.7333333333333,12.1333333333333,41.0333333333333,26.5333333333333,50.4,26.5333333333333,22.8,12.1333333333333
E01000120,Barnet 009D,Barnet,Outer London,10,20.0534759358289,18.1149732620321,31.0666666666667,60.2,25.0666666666667,56.8,19.6,51.3333333333333,31.0666666666667,60.2,31.0666666666667,25.0666666666667,19.6
E01000121,Barnet 010C,Barnet,Outer London,2,12.3815967523681,18.2002706359946,24,52.6,24.2,51.6,21,44.4666666666667,24,52.6,24,24.2,21
E01000122,Barnet 009E,Barnet,Outer London,8,17.3509933774834,20.3311258278146,21.3333333333333,49.0666666666667,20.2,49.2333333333333,11.6666666666667,37.8333333333333,21.3333333333333,49.0666666666667,21.3333333333333,20.2,11.6666666666667
