LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr
E01000134,Barnet 024F,Barnet,older_adults,0.843882770387362,Not significant,0.109532182032479,0.3114,0.373949675246572,Not significant
E01000135,Barnet 038A,Barnet,older_adults,0.4970754518923,Not significant,-0.00340693915435285,0.4898,0.494555339805825,Not significant
E01000136,Barnet 038B,Barnet,older_adults,2.53399159138749,Not significant,0.973004480792934,0.0507,0.109139456662354,Not significant
E01000137,Barnet 041A,Barnet,older_adults,-0.118960159918524,Not significant,-0.0164004511246421,0.3197,0.380711450381679,Not significant
E01000138,Barnet 040A,Barnet,older_adults,0.755496604573206,Not significant,0.142689969894541,0.223,0.303323428571429,Not significant
E01000139,Barnet 041B,Barnet,older_adults,0.801921607975879,Not significant,0.0468722285249192,0.3907,0.432839414114514,Not significant
E01000140,Barnet 041C,Barnet,older_adults,-0.5677481172647,Not significant,-0.229632169496604,0.072,0.13925765207284,Not significant
E01000141,Barnet 039A,Barnet,older_adults,-1.78506252360019,Not significant,0.121523655890964,0.3723,0.41943615436696,Not significant
E01000142,Barnet 040B,Barnet,older_adults,0.30958727651823,Not significant,-0.0170769222947748,0.4278,0.455735723431498,Not significant
E01000143,Barnet 041D,Barnet,older_adults,-1.78533076593137,Not significant,0.214682631501118,0.3455,0.399614457831325,Not significant
E01000144,Barnet 038C,Barnet,older_adults,-1.04721085361703,Not significant,-0.0230022747320467,0.4662,0.479256672158155,Not significant
E01000145,Barnet 037A,Barnet,older_adults,-0.736355898082647,Not significant,0.112948889378819,0.2736,0.345425189681335,Not significant
E01000146,Barnet 038D,Barnet,older_adults,-1.28309254995706,Not significant,-0.44419711599966,0.1353,0.217525797101449,Not significant
E01000147,Barnet 043F,Barnet,older_adults,0.00143468705576488,Not significant,-0.000167604633269031,0.1269,0.207972685489166,Not significant
E01000150,Barnet 036A,Barnet,older_adults,-0.122634037829631,Not significant,0.0248748745883117,0.1887,0.273278328981723,Not significant
E01000151,Barnet 026B,Barnet,older_adults,-0.230252178608985,Not significant,0.0744231844783665,0.1462,0.22972313503305,Not significant
E01000152,Barnet 026C,Barnet,older_adults,0.0615140995356236,Not significant,-0.00821942847040318,0.3186,0.37967323943662,Not significant
E01000153,Barnet 026D,Barnet,older_adults,0.744360470689542,Not significant,-0.0467550731411741,0.3991,0.438062269129288,Not significant
E01000154,Barnet 026E,Barnet,older_adults,-1.75456236030142,Low-low surplus cluster,0.970501185125033,0.0057,0.0241959183673469,Low-low surplus cluster
E01000156,Barnet 022A,Barnet,older_adults,-1.07849112763641,Not significant,0.032785706838736,0.4551,0.47232,Not significant
E01000157,Barnet 022B,Barnet,older_adults,0.0164845953254045,Not significant,-0.000807144984904761,0.4317,0.458033241232731,Not significant
E01000158,Barnet 015A,Barnet,older_adults,0.456031946960858,Not significant,0.0654003261430102,0.2752,0.346869661786976,Not significant
E01000159,Barnet 015B,Barnet,older_adults,1.19705236293304,Not significant,0.451742060642127,0.0532,0.112962313908975,Not significant
E01000160,Barnet 015C,Barnet,older_adults,-0.201066767580422,Not significant,0.00706256167396654,0.4396,0.462580775716695,Not significant
E01000161,Barnet 015D,Barnet,older_adults,-0.328385411763351,Not significant,-0.108996013303426,0.1157,0.194863157894737,Not significant
E01000162,Barnet 015E,Barnet,older_adults,1.3091033926523,Not significant,0.287240385915915,0.1834,0.268013114754098,Not significant
E01000163,Barnet 022C,Barnet,older_adults,0.179373822242812,Not significant,0.0274966369510262,0.2885,0.357989560029828,Not significant
